filename,text,main_category,heuristic_label,gold_label
098.txt,"Ronaldo considering new contract

Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.

The Portugal star, who joined in August 2003 on a five-year-deal, is a regular in the United first-team. ""The United board have already made an offer to renew the contract but I'm trying not to think about it,"" he told the News of the World. ""My agent has spoken with the club and it will be resolved soon. I think we'll reach a good agreement for both sides."" Ronaldo refused to commit his long-term future to the club.

""Nobody knows what will come tomorrow. I like being here, but who knows,"" he added. ""There aren't many bigger and better clubs than this one. It's my ambition to be at a big club. I'm happy but nobody knows the future.""
",sport,Football,Football
502.txt,"Minister digs in over doping row

The Belgian sports minister at the centre of the Svetlana Kuznetsova doping row says he will not apologise for making allegations against her.

Claude Eerdekens claims the US Open champion tested positive for ephedrine at an exhibition event last month. Criticised for making the announcement, he said: ""I will never apologise. This product is banned and it's up to her to explain why it's there."" Kuznetsova says the stimulant may have been in a cold remedy she took. The Russian said she did nothing wrong by taking the medicine during the event. The Women's Tennis Association cleared Kuznetsova of any offence because the drug is not banned when taken out of competition.

Eerdekens said he made the statement in order to protect the other three players that took part in the tournament, Belgian Justine Henin-Hardenne, Nathalie Dechy of France and Russia's Elena Dementieva. But Dechy is fuming that she has been implicated in the row. ""How can you be happy when you see your face on the cover page and talking about doping?"" Dechy said. ""I'm really upset about it and I think the Belgian government did a really bad job about this. ""I think we deserve an apology from the guy. You cannot say anything like this - you cannot say some stuff like this, saying it's one of these girls. This is terrible."" Dementieva is also angry and says that Dechy and herself are the real victims of the scandal. ""You have no idea what I have been through all these days. It's been too hard on me,"" she said. ""The WTA are trying to handle this problem by saying there are three victims, but I see only two victims in this story - me and Nathalie Dechy, who really have nothing to do with this. ""To be honest with you, I don't feel like I want to talk to Sveta at all. I'm just very upset with the way everything has happened.""
",sport,Tennis,Tennis
155.txt,"Macy's owner buys rival for $11bn

US retail giant Federated Department Stores is to buy rival May Department Stores for $11bn (£5.7bn).

The deal will bring together famous stores like Macy's, Bloomingdale's and Marshall Field's, creating the largest department store chain in the US. The combined firm will operate about 1,000 stores across the US, with combined annual sales of $30bn. The two companies, facing competition from the likes of Wal-Mart, tried to merge two years ago but talks failed. Sources familiar with the deal said that negotiations between the two companies sped up after May's chairman and chief executive Gene Kahn resigned in January. As part of the deal, Federated - owner of Macy's and Bloomingdale's - will assume $6bn of May's debt, bringing the deal's total value to $17bn. Directors at both companies have approved the deal and it is expected to conclude by the third quarter of this year.

May has struggled to compete against larger department store groups such as Federated and other retailers such as Wal-Mart. Federated expects the merger to boost earnings from 2007 but the deal will cost it $1bn in one-off charges.

""We have taken the first step toward combining two of the best department store companies in America, creating a new retail company with truly national scope and presence,"" said Terry Lundgren, Federated's chairman. Some analysts see the merger as a rescue deal for May. ""Without this deal May would have been, to put it bluntly, washed up,"" said Kurt Barnard, president of Barnard's Retail Consulting Group. Federated has annual sales of $15.6bn, while May's yearly sales are $14.4bn.
",business,Mergers & Acquisitions,Mergers & Acquisitions
405.txt,"Ireland 19-13 England

Ireland consigned England to their third straight Six Nations defeat with a stirring victory at Lansdowne Road.

A second-half try from captain Brian O'Driscoll and 14 points from Ronan O'Gara kept Ireland on track for their first Grand Slam since 1948. England scored first through Martin Corry but had ""tries"" from Mark Cueto and Josh Lewsey disallowed. Andy Robinson's men have now lost nine of their last 14 matches since the 2003 World Cup final. The defeat also heralded England's worst run in the championship since 1987. Ireland last won the title, then the Five Nations, in 1985, but 20 years on they share top spot in the table on maximum points with Wales. And Eddie O'Sullivan's side banished the ghosts of 2003 when England were rampant 42-6 victors in claiming the Grand Slam at Lansdowne Road. In front of a supercharged home crowd on a dry but blustery day in Dublin, Ireland tore into the white-shirted visitors from the kick-off and made their intentions clear when O'Gara landed a fourth-minute drop-goal.

England took their time to settle but their first real venture into Ireland's half produced a simple score for Corry. The number eight picked up the ball from the back of a ruck and found an absence of green jerseys between himself and the Irish line, racing 25 yards to touch down. England fly-half Charlie Hodgson nailed the conversion from out on the left, but almost immediately O'Gara, winning his 50th cap, answered with two penalties in quick succession. England were awarded a penalty of their own on the halfway line after 20 minutes, and Hodgson, the villain at Twickenham, coolly bisected the posts. The first quarter was marked by periods of tactical kicking, but it was Ireland who were showing more willingness to spread the ball wide to their eager and inventive backs. A series of probes led by the talismanic O'Driscoll, back from hamstring injury, resulted in a penalty but Ireland chose to kick for touch.

From the line-out, the ball was recycled back to O'Gara, who stroked his second drop-goal, this time off the right upright. As the interval approached, wing Josh Lewsey was the catalyst for England's most promising attack. The Wasps star raced up his touchline and Hodgson's cross-kick put in Mark Cueto for an apparent score, but the Sale wing was ruled to have started in front of the kicker. England began the second half well and had Ireland pinned in their own half. But another English indiscretion on a rare Irish break-out awarded O'Gara a kick at goal, which he missed. England's pressure continued, and a wave of attacks saw centre Jamie Noon dragged down yards from the line before Hodgson landed a drop-goal.

The lead was shortlived, however. Ireland raced upfield, deft handling from the backs, including a clever dummy from Geordan Murphy on Hodgson, ending with O'Driscoll going over in the right corner and touching down close to the posts. O'Gara missed a penalty which would have put Ireland nine points clear, and the home crowd breathed a sigh of relief when Hodgson's cross-kick was fumbled by lock Ben Kay near the line. Anticipation of a home win sent the noise level sky-high, but O'Gara missed another chance to seal the game with a wayward drop-goal attempt. Inside the last 10 minutes, England poured forward, spurred on by scrum-half Matt Dawson, who replaced Leicester's Harry Ellis. But despite one near miss with the pack over the line - not checked on the TV replay by referee Jonathan Kaplan - England were unable to pull off a face-saving win. Ireland next face France at Lansdowne Road in two weeks' time before the potential title decider against Wales in Cardiff. England are still to meet Italy at Twickenham, in what is now a wooden spoon decider, and Scotland.

G Murphy; G Dempsey, B O'Driscoll, S Horgan, D Hickie; R O'Gara, P Stringer; R Corrigan, S Byrne, J Hayes; M O'Kelly, P O'Connell; S Easterby, J O'Connor, A Foley.

F Sheahan, M Horan, D O'Callaghan, E Miller, G Easterby, D Humphreys, K Maggs.

J Robinson (capt); M Cueto, J Noon, O Barkley, J Lewsey; C Hodgson, H Ellis; G Rowntree, S Thompson, M Stevens; D Grewcock, B Kay; J Worsley, L Moody, M Corry.

A Titterrell, D Bell, S Borthwick, A Hazell, M Dawson, A Goode, O Smith.
",sport,Football,Football
241.txt,"Youssou N'Dour wins music prize

Senegalese musician Youssou N'Dour has been named a winner of a BBC Radio 3 World Music Award.

His album Egypt won the critics' award for album of the year, while the best newcomer accolade went to Argentine Chango Spasiuk. Winners were chosen from ten categories to reflect different continents. A special Poll Winners concert, hosted by Eliza Carthy and Benjamin Zephaniah will take place at The Sage in Gateshead on 5 March.

The concert will be broadcast on Radio 3's World Music Day the following evening and will feature performances by many of the award winners. It will also include the announcement of the Audience Award, chosen by Radio 3 and BBC World Service listeners, alongside BBC Four viewers.

Winner in the Africa category was Malian desert blues band Tinariwen, formed from the nomadic people of the southern Sahara. Cuban pianist Bebo Valdes and flamenco singer Diego El Cigala, responsible for critically acclaimed album Lagrimas Negrasmusic, won an award in the ""boundary crossing"" category. Each winner will receive a specially commissioned sculpture entitled Planet by Anita Sulimanovic who won a competition to design the award. Highlights of the Poll Winners Concert, to be held at The Sage, Gateshead, will be televised on BBC Four on 11 March.
",entertainment,Music,Music
003.txt,"Hewitt decries 'career sexism'

Plans to extend paid maternity leave beyond six months should be prominent in Labour's election manifesto, the Trade and Industry Secretary has said.

Patricia Hewitt said the cost of the proposals was being evaluated, but it was an ""increasingly high priority"" and a ""shared goal across government"". Ms Hewitt was speaking at a gender and productivity seminar organised by the Equal Opportunities Commission (EOC). Mothers can currently take up to six months' paid leave - and six unpaid. Ms Hewitt told the seminar: ""Clearly, one of the things we need to do in the future is to extend the period of payment for maternity leave beyond the first six months into the second six months. ""We are looking at how quickly we can do that, because obviously there are cost implications because the taxpayer reimburses the employers for the cost of that.""

Ms Hewitt also announced a new drive to help women who want to work in male dominated sectors, saying sexism at work was still preventing women reaching their full potential. Plans include funding for universities to help female science and engineering graduates find jobs and ""taster courses"" for men and women in non-traditional jobs. Women in full-time work earn 19% less than men, according to the Equal Opportunities Commission (EOC).

The minister told delegates that getting rid of ""career sexism"" was vital to closing the gender pay gap.

""Career sexism limits opportunities for women of all ages and prevents them from achieving their full potential. ""It is simply wrong to assume someone cannot do a job on the grounds of their sex,"" she said. Earlier, she told BBC Radio 4's Today programme: ""What we are talking about here is the fact that about six out of 20 women work in jobs that are low-paid and typically dominated by women, so we have got very segregated employment. ""Unfortunately, in some cases, this reflects very old-fashioned and stereotypical ideas about the appropriate jobs for women, or indeed for men. ""Career sexism is about saying that engineering, for instance, where only 10% of employees are women, is really a male-dominated industry. Construction is even worse. ""But it is also about saying childcare jobs are really there for women and not suitable for men. Career sexism goes both ways.""

She added that while progress had been made, there was still a gap in pay figures. ""The average woman working full-time is being paid about 80p for every pound a man is earning. For women working part-time it is 60p."" The Department for Trade and Industry will also provide funding to help a new pay experts panel run by the TUC.

It has been set up to advise hundreds of companies on equal wage policies. Research conducted by the EOC last year revealed that many Britons believe the pay gap between men and women is the result of ""natural differences"" between the sexes. Women hold less than 10% of the top positions in FTSE 100 companies, the police, the judiciary and trade unions, according to their figures. And retired women have just over half the income of their male counterparts on average.
",politics,politics,politics
247.txt,"Real will finish abandoned match

Real Madrid and Real Socieded will play the final six minutes of their match, which was abandoned on Sunday because of a bomb scare.

The Bernabeu was evacuated with the score at 1-1 and two minutes of normal time remaining in the game. The teams will now play the final two minutes, plus four minutes of injury time, on 5 January. Brazilian Ronaldo and England captain David Beckham had to wait in the street in their kit after the abandonment. Real Sociedad president Jose Luis Astiazaran said: ""We thought the best thing was to play the time remaining.""

Hundreds of fans streamed across the pitch on their way to the exits after the game was called off. Tourists and fans took advantage of the opportunity for a photograph between the famous stadium's goalposts. The two clubs met the Spanish FA on Monday and Astiazaran added: ""We thought about giving the game as concluded but after talking with the FA we decided there was no precedent for that and the best thing was to play the time that was remaining."" Real Madrid director of sport Emilio Butragueno praised the spectators inside the ground for their conduct. ""I'd like to highlight the behaviour of the fans, who showed great maturity and it was an example of good citizenship,"" he said. Butragueno confirned, before confirming that Tuesday's charity match - which has been billed as ""Ronaldo's friends against Zidane's friends"" - will go ahead as planned. ""I'd also like to take the chance to say that tomorrow's game will take place,"" Butragueno declared of the ""Partido contra la Pobreza"" (Game Against Poverty). He added: ""Football is important for society and we want to show that. ""We also think that football should be a fiesta, we had programmed and people deserve to enjoy the game.""
",sport,Football,Football
092.txt,"New 'yob' targets to be unveiled

Fifty new areas getting special help to fight anti-social behaviour in England and Wales will be named on Thursday.

Ten areas have already had access to special prosecutors and local experts and the government is now expanding the crackdown to more towns and cities. Details of how many anti-social behaviour orders (Asbos) were used in the last year are also being published. Labour sees nuisance behaviour as a key election issue but critics claim the record is at best patchy. A year ago, ministers launched their anti-social behaviour plan and Thursday's figures offer a progress check. They will say that in the past year more than 2,600 anti-social behaviour orders were issued by the courts - more than double the total used in the previous four years.

Police have also closed 150 crack houses and issued more than 400 dispersal orders, breaking up groups of youths in public places. The 50 new pilot areas to get special attention will also receive extra government funding. Exeter and Cardiff are among cities who have voiced interest in being involved.

Prime Minister Tony Blair is also expected to announce new measures to strengthen the use of Asbos and fixed penalty notices. There are still concerns that some areas of the country are not using the powers properly.

He is expected to say that the new figures were heartening but he would not rest until similar action was taken in all areas of the country where it was needed. ""We have not defeated this problem by any means, but shown together what can be done,"" he will say. Mr Blair this week defended the shake-up of the licensing laws, saying it was right to focus on troublemakers rather than treating everybody as a potential drunken nuisance.

Ministers also boast of record police numbers and are speeding up plans to put in place 25,000 community support officers (CSOs). But researchers from Leeds University warned that CSOs could undermine traditional bonds between police officers and communities. More work needed to be done on clarifying the role of different agencies and how they linked together before CSOs, they argued in a the study. Critics of the government say it has announced more than 20 initiatives to tackle nuisance behaviour when the real focus should be on good policing. Home Office Minister Hazel Blears also revealed this week that ""about a third"" of Asbos were breached - with some people jailed and others not.
",politics,politics,politics
305.txt,"Kirwan demands Italy consistency

Italy coach John Kirwan has challenged his side to match the performance they produced in pushing Ireland close when they meet Wales on Saturday.

Despite losing 28-17 in Sunday's Six Nations encounter, the Italians confirmed their continuing improvement. ""Our goal is to match every side we face and against Ireland we showed we could do that,"" said Kirwan. ""But the most important thing is that we build on that performance when we play Wales on Saturday."" Italy's half-backs had a mixed afternoon, with recalled scrum-half Alessandro Troncon impressing but fly-half Luciano Orquera having an off-day with the boot. Kirwan said: ""I was very happy with Troncon. He had an incredible game - he was very good in attack and defence. ""Orquera's kicking was off but he showed great courage in defence. ""He also followed the game plan. We have to give him confidence because he has the capability to do well.""
",sport,Rugby,Rugby
094.txt,"God cut from Dark Materials film

The director and screenwriter of the film adaptation of Philip Pullman's His Dark Materials is to remove references to God and the church in the movie.

Chris Weitz, director of About a Boy, said the changes were being made after film studio New Line expressed concern. The books tell of a battle against the church and a fight to overthrow God. ""They have expressed worry about the possibility of perceived anti-religiosity,"" Weitz told a His Dark Materials fans' website. Pullman's trilogy has been attacked by some Christian teachers and by the Catholic press as blasphemy. Weitz, who admitted he would not be many people's first choice to direct the films, said he regarded the film adaptation as ""the most important work of my life"".

""In part because it is one of the few books to have changed my life,"" he told bridgetothestars.net. The award-winning trilogy - Northern Lights, The Subtle Knife and The Amber Spyglass - tell the story of Oxford school child Lyra Belacqua. She is drawn into an epic struggle against the Church, which has been carrying out experiments on children in an attempt to remove original sin.

As the books progress the struggle turns into a battle to overthrow the Authority, a figure who is God-like in the books. Weitz, who directed American Pie and About A Boy, said New Line feared that any anti-religiosity in the film would make the project ""unviable financially"". He said: ""All my best efforts will be directed towards keeping the film as liberating and iconoclastic an experience as I can. ""But there may be some modification of terms.""

Weitz said he had visited Pullman, who had told him that the Authority could ""represent any arbitrary establishment that curtails the freedom of the individual, whether it be religious, political, totalitarian, fundamentalist, communist, what have you"". He added: ""I have no desire to change the nature or intentions of the villains of the piece, but they may appear in more subtle guises."" There are a number of Christian websites which attack the trilogy for their depiction of the church and of God, but Pullman has denied his books are anti-religious. His agent told the Times newspaper that Pullman was happy with the adaptation so far. ""Of course New Line want to make money, but Mr Weitz is a wonderful director and Philip is very supportive. ""You have to recognise that it is a challenge in the climate of Bush's America,""
",entertainment,Cinema,Cinema
101.txt,"Australia rates at four year high

Australia is raising its benchmark interest rate to its highest level in four years despite signs of a slowdown in the country's economy.

The Reserve Bank of Australia lifted interest rates 0.25% to 5.5%, their first upwards move in more than a year. However, shortly after the Bank made its decision, new figures showed a fall in economic growth in the last quarter. The Bank said it had acted to curb inflation but the move was criticised by some analysts.

The rate hike was the first since December 2003 and had been well-flagged in advance. However, opposition parties and some analysts said the move was ill-timed given data showing the Australian economy grew just 0.1% between October and December and 1.5% on an annual basis.

The figures, representing a decline from the 0.2% growth in GDP seen between July and September, were below market expectations. Consumer spending remains strong, however, and the Bank is concerned about growing inflationary pressures. ""Over recent months it has become increasingly clear that remaining spare capacity in the labour and goods markets is becoming rather limited,"" said Ian Macfarlane, Governor of the Reserve Bank.

At 2.6%, inflation remains within the Bank's 2-3% target range. However, exports declined in the second half of 2004, fuelling a rise in the country's current account deficit - the difference in the value of imports compared to exports - to a record Australian dollar 29.4bn. The Australian government said the economy remained strong with unemployment at a near 30 year low. ""The economy has been strong and it is properly moderating but it doesn't look to me like it's slowing in any unreasonable way,"" said Treasurer Peter Costello. Stock markets had factored in the likelihood of a rate rise but analysts still expressed concern about the strength of the economy. ""That 1.5% annual growth rate is the lowest we have seen since the post-election slump we saw back in 2000-1,"" said Michael Blythe, chief economist at the Commonwealth Bank of Australia. ""This suggests the economy really did slow very sharply in the second half of 2004.""
",business,Stock Market,Stock Market
106.txt,"Howard attacks cost of asylum

Michael Howard has launched an attack on the cost of Britain's ""chaotic"" asylum system under Tony Blair.

The Tory leader said English local authorities have spent more than £3bn - or £140 per household - on asylum since Labour won power in 1997. Mr Howard is expected to tell activists in Kent that voters' tolerance and desire to help others are being abused. Other parties and refugee agencies have already attacked Tory plans for annual limits on numbers.

Mr Howard said Britain should take its fair share of the world's ""genuine refugees"".

""The anniversary of the liberation of Auschwitz - where my grandmother was murdered along with over a million others - has reminded all of us that we have a moral responsibility to those fleeing persecution,"" he was due to say. ""But if we are to fulfil responsibility, we have to get a grip of the system. ""Fair play matters. People want a government that upholds the rules - not one that turns a blind eye when they are bent and abused,"" he said. ""And let's be clear. Our asylum system is being abused - and with it Britain's generosity."" Earlier this week, Mr Howard said his party's plans to cut immigration were not racist, arguing they would make the asylum system fairer for genuine refugees. If elected, his party would institute an annual limit on asylum and all claims would be processed overseas.

That prompted some charities to say the plans would put refugees' lives at risk if they were turned away once quotas were filled. ""If we have a moral responsibility towards people fleeing persecution, then these policies will not provide a safe haven,"" said Hannah Ward of the Refugee Council. ""If people turn up in the UK asking for help they will be turned away. Michael Howard's policy effectively means there is no safe haven in the UK. ""When it comes to costs, then perhaps we should start with how decisions are made on asylum seekers. So many of them are shown to be wrong - one in five decisions that are appealed are successfully overturned, rising to half for some nationalities. ""We need good quality decision-making on asylum applications because it is delays in the system which cost so much.""

Tony Blair said Labour would set out workable plans for tackling immigration abuse in the next few weeks and attacked the Tory plans. ""By cutting the number of front-line immigration staff at our borders, they will actually make the problem worse,"" said Mr Blair. Liberal Democrat chairman Matthew Taylor said there needed to be a quick, fair and firm asylum system. But he said it was ""absolutely disgusting"" to propose a system which could turn away genuine refugees. The Conservatives say there is little risk of this happening as demand for asylum will be considered when quotas are set. On Monday, Mr Howard said: ""It's not racist, as some people to claim, to talk about controlling immigration far from it.""
",politics,politics,politics
353.txt,"Giant waves damage S Asia economy

Governments, aid agencies, insurers and travel firms are among those counting the cost of the massive earthquake and waves that hammered southern Asia.

The worst-hit areas are Sri Lanka, India, Indonesia and Thailand, with at least 23,000 people killed. Early estimates from the World Bank put the amount of aid needed at about $5bn (£2.6bn), similar to the cash offered Central America after Hurricane Mitch. Mitch killed about 10,000 people and caused damage of about $10bn in 1998. World Bank spokesman Damien Milverton told the Wall Street Journal that he expected an aid package of financing and debt relief.

Tourism is a vital part of the economies of the stricken countries, providing jobs for 19 million people in the south east Asian region, according to the World Travel and Tourism Council (WTTC). In the Maldives islands, in the Indian ocean, two-thirds of all jobs depend on tourism.

But the damage covers fishing, farming and businesses too, with hundreds of thousands of buildings and small boats destroyed by the waves. International agencies have pledged their support; most say it is impossible to gauge the extent of the damage yet. The International Monetary Fund (IMF) has promised rapid action to help the governments of the stricken countries cope.

""The IMF stands ready to do its part to assist these nations with appropriate support in their time of need,"" said managing director Rodrigo Rato. Only Sri Lanka and Bangladesh currently receive IMF support, while Indonesia, the quake's epicentre, has recently graduated from IMF assistance. It is up to governments to decide if they want IMF help. Other agencies, such as the Asian Development Bank, have said that it is too early to comment on the amount of aid needed. There is no underestimating the size of the problem, however. The United Nations' emergency relief coordinator, Jan Egeland, said that ""this may be the worst national disaster in recent history because it is affecting so many heavily populated coastal areas... so many vulnerable communities. ""Many people will have [had] their livelihoods, their whole future destroyed in a few seconds."" He warned that ""the longer term effects many be as devastating as the tidal wave or the tsunami itself"" because of the risks of epidemics from polluted drinking water.

Insurers are also struggling to assess the cost of the damage, but several big players believe the final bill is likely to be less than the $27bn cost of the hurricanes that battered the US earlier this year.

""The region that's affected is very big so we have to check country-by-country what the situation is"", said Serge Troeber, deputy head of the natural disasters department at Swiss Re, the world's second biggest reinsurance firm. ""I should assume, however, that the overall dimension of insured damages is below the storm damages of the US,"" he said. Munich Re, the world's biggest reinsurer, said: ""This is primarily a human tragedy. It is too early for us to state what our financial burden will be."" Allianz has said it sees no significant impact on its profitability. However, a low insurance bill may simply reflect the general poverty of much of the region, rather than the level of economic devastation for those who live there.

The International Federation of the Red Cross and Red Crescent Societies told the Reuters news agency that it was seeking $6.5m for emergency aid.

""The biggest health challenges we face is the spread of waterborne diseases, particularly malaria and diarrhoea,"" the aid agency was quoted as saying. The European Union has said it will deliver 3m euros (£2.1m; $4.1m) of aid, according to the Wall Street Journal. The EU's Humanitarian Aid Commissioner, Louis Michel, was quoted as saying that it was key to bring aid ""in those vital hours and days immediately after the disaster"". Other countries also are reported to have pledged cash, while the US State Department said it was examining what aid was needed in the region. Getting companies and business up and running also may play a vital role in helping communities recover from the weekend's events.

Many of the worst-hit areas, such as Sri Lanka, Thailand's Phuket island and the Maldives, are popular tourist resorts that are key to local economies.

December and January are two of the busiest months for the travel in southern Asia and the damage will be even more keenly felt as the industry was only just beginning to emerge from a post 9/11 slump. Growth has been rapid in southeast Asia, with the World Tourism Organisation figures showing a 45% increase in tourist revenues in the region during the first 10 months of 2004. In southern Asia that expansion is 23%. ""India continues to post excellent results thanks to increased promotion and product development, but also to the upsurge in business travel driven by the rapid economic development of the country,"" the WTO said. ""Arrivals to other destinations such as... Maldives and Sri Lanka also thrived."" In Thailand, tourism accounts for about 6% of the country's annual gross domestic product, or about $8bn. In Singapore the figure is close to 5%. Tourism also brings in much needed foreign currency. In the short-term, however, travel companies are cancelling flights and trips. That has hit shares across Asia and Europe, with investors saying that earnings and economic growth are likely to slow.
",business,Stock Market,Stock Market
438.txt,"Davenport hits out at Wimbledon

World number one Lindsay Davenport has criticised Wimbledon over the issue of equal prize money for women.

Reacting to a disputed comment by All England Club chairman Tim Phillips, the American said: ""I think it is highly insulting if prize money is taken away. ""Somebody, I think it was Mr Phillips, said they won't have money for flowers at Wimbledon. That's insulting."" An All England club spokesperson denied Phillips made the remark, insisting: ""He definitely didn't say it."" The statement added: ""It was said by someone else and was a humorous aside at the end of a radio interview when the conversation had moved to talking about the Wimbledon grounds.""

Davenport was speaking following the announcement that this week's Dubai Duty Free event will join the US and Australian Opens in offering equal prize money for women. ""You hear about women playing only three sets while men play five,"" said Daveport. ""And the best women are never going to beat the best men. ""But it's a different game you go to watch with the women - it doesn't make it better or worse. ""Hopefully we will be able to change people's minds."" Serena Williams, who is also in Dubai, added: ""I'm obviously for equal prize money. ""Women's tennis is exciting. Men's tennis is exciting as well, but the women have it right now. ""If you are bringing in the spectators you should be able to reap what everyone else is able to reap.""
",sport,Football,Football
047.txt,"Millions buy MP3 players in US

One in 10 adult Americans - equivalent to 22 million people - owns an MP3 player, according to a survey.

A study by the Pew Internet and American Life Project found that MP3 players are the gadget of choice among affluent young Americans. The survey did not interview teenagers but it is likely that millions of under-18s also have MP3 players. The American love affair with digital music players has been made possible as more and more homes get broadband.

Of the 22 million Americans who own MP3 players, 59% are men compared to 41% of women. Those on high income - judged to be $75,000 (£39,000) or above - are four times more likely to have players than those earning less than $30, 000 ( £15,000). Broadband access plays a big part in ownership too. Almost a quarter of those with broadband at home have players, compared to 9% of those who have dial-up access. MP3 players are still the gadget of choice for younger adults. Almost one in five US citizens aged under 30 have one. This compares to 14% of those aged 30-39 and 14% of those aged 40-48. The influence of children also plays a part. Sixteen percent of parents living with children under 18 have digital players compared to 9% of those who don't. The ease of use and growth of music available on the net are the main factors for the upsurge in ownership, the survey found. People are beginning to use them as instruments of social activity - sharing songs and taking part in podcasting - the survey found. ""IPods and MP3 players are becoming a mainstream technology for consumers"" said Lee Rainie, director of the Pew Internet and American Life Project. ""More growth in the market is inevitable as new devices become available, as new players enter the market, and as new social uses for iPods/MP3 players become popular,"" he added.
",tech,tech,tech
137.txt,"Highbury tunnel players in clear

The Football Association has said it will not be bringing charges over the tunnel incident prior to the Arsenal and Manchester United game.

Arsenal's Patrick Vieira had earlier denied accusations that he threatened Gary Neville before the 4-2 defeat. Vieira also clashed with opposing skipper Roy Keane and referee Graham Poll had to separate them. ""The referee has confirmed that he is satisfied he dealt with the incident at the time,"" said an FA statement. It means United's win will pass off without further intervention from the governing body, whose new chief executive Brian Barwick was in the Highbury stands.

""I didn't threaten anybody. They are big enough players to handle themselves,"" said Vieira. ""I had a talk with Roy Keane and that's it. Gary Neville is a big lad, he can handle himself. ""They just played better than us and deserved to win."" Neville admitted there had been incidents before the game, but insisted it had not distracted his focus. ""There were a couple of things that did happen before the game which disappoint you,"" he said. ""Especially from players of that calibre, but it's a tough game and we've been around a long time."" Neville admitted that he had not enjoyed the match, which was punctuated by fouls and the sending off of Mikael Silvestre for head-butting Freddie Ljungberg . ""I thought it was a horrible game in the first half, and it was not much better in the second,"" he said. ""There is no way that should have happened in a football match.""

After the match, Keane accused Vieira of starting the row. ""Patrick Vieira is 6ft 4in and having a go at Gary Neville. So I said, 'have a go at me',"" he said. ""If he wants to intimidate our players and thinks that Gary Neville is an easy target, I'm not having it."" Manchester United manager Sir Alex Ferguson added: ""Vieira was well wound up for it. ""I've heard different stories. Patrick Vieira has apparently threatened some of our players and things like that.""
",sport,Football,Football
258.txt,"Labour MPs' fears over squabbling

If there is one thing certain to stiffen the spines of Labour MPs it is the prospect of losing their seats at a general election.

And it was largely that fear that led to Tony Blair and Gordon Brown being read the riot act during a meeting of the parliamentary Labour party. The views expressed by both backbenchers and Labour peers over the claimed squabbling between the two men starkly demonstrated the widely-held view within the Labour party that the two most powerful figures in the government are jeopardising the next election. As one hugely-disgruntled backbencher said before the meeting: ""It is time they realised it's not just my seat they are threatening but if they go on like this they could put the election in doubt."" It is a sentiment that is now running throughout the Labour benches with MPs eager to underline the message to their leaders to stop the squabbling and get on with the job at hand.

As Paul Flynn said: ""What has deeply upset the party is in this time of all times, when we wanted to come together, we wanted to lead on the global issues, to change politics for the next decade, the whole thing was wrecked by a piece of childishness by the two main people in the party, two people we greatly respect.""

Stephen Pound echoed the message, saying: ""We know that the one thing that could entirely jeopardise what we are trying to achieve, not for the Labour Party but for this country, is the appearance of division. We remember the 1980s"". They backed the suggestion that unless the squabbling stopped, the people briefing on behalf of the two men would be ""named and shamed"". The dressing down appears to have done the trick, with Mr Brown joining his alleged rival Alan Milburn - who the prime minister put in charge of election planning in Mr Brown's stead - and Deputy Prime Minister John Prescott at an election poster launch. But the effect of all this is to have achieved two things. Firstly, nobody is attempting to suggest any more that the stories of the rift between the chancellor and the prime minister are fictions created by the media and authors. Even Mr Prescott admitted that, had he still been a backbencher, he would have been giving Mr Blair and Mr Brown the same message.

Secondly it has also underlined the view that the election campaign has, to all intents and purposes, kicked off. But whether the telling off and the subsequent change in behaviour by the two men will do any good - or can even be sustained through the campaign - remains to be seen.

Even as the MPs were expressing their fears it emerged that, while Mr Brown is in Africa for a week, the prime minister is to deliver a keynote speech on election themes for a third term. And he is expected to repeat his recent insistence that the next manifesto will be ""New"" Labour through and through. Similarly, some were pointing out that the chancellor, during the election poster launch, once again refused to deny the claim that he told the prime minister he could never trust anything he said. None the less, what some believe now is that the effect of the warnings from the backbenchers will actually be to silence the Brown camp, effectively strengthening the prime minister's hand. For example, will those Brownite briefers suggest their man is unhappy at the prime minister's timing or subject matter, as may have been the case in the past? What all seem agreed on, however, is that this sniping simply cannot be allowed to go on through the election campaign. Mind you, we have heard similar pledges before.
",politics,politics,politics
070.txt,"Circuit City gets takeover offer

Circuit City Stores, the second-largest electronics retailer in the US, has received a $3.25bn (£1.7bn) takeover offer.

The bid has come from Boston-based private investment firm Highfields Capital Management, which already owns 6.7% of Circuit City's shares. Shares in the retailer were up 19.6% at $17.04 in Tuesday morning trading in New York following the announcement. Highfield said that it intends to take the Virginia-based firm private.

""Such a transformation would eliminate the public-company transparency into the company's operating strategy that is uniquely damaging in a highly competitive industry where Circuit City is going head-to-head with a tough and entrenched rival,"" Highfield said. One analyst suggested that a bidding battle may now begin for the company. Bill Armstrong, a retail analyst at CL King & Associates, said he expected to see other private investment firms come forward for Circuit City. The retailer is debt free with a good cash flow, despite the fact that it is said to be struggling to keep up with market leader Best Buy and cut-price competition from the likes of Wal-Mart, said Mr Armstrong.
",business,Stock Market,Stock Market
