index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
1258,"ĠR oxy ĠMusic Ġon ĠIsle Ġof ĠW ight Ġbill Ċ Ċ R oxy ĠMusic Ġwill Ġappear Ġat ĠJune 's ĠIsle Ġof ĠW ight Ġmusic Ġfestival , Ġalong Ġwith ĠMorris sey , ĠSuper grass Ġand ĠIdle wild .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O,B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN O B-MUSICIAN O O O O O,"[('MUSICIAN', 28, 29)]","[('MUSICIAN', 0, 0), ('MUSICIAN', 28, 29), ('MUSICIAN', 31, 31)]"
1262,"ĠR oxy ĠMusic Ġwere Ġformed Ġin Ġ1971 Ġby ĠFerry , ĠMack ay Ġand ĠBrian ĠEn o , Ġwith ĠMan zan era Ġjoining Ġthe Ġfollowing Ġyear .",O O O O O O O O O O O O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O O O O O O,O O O O O O O O B-MUSICIAN O B-MUSICIAN I-MUSICIAN O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O B-MUSICIAN I-MUSICIAN I-MUSICIAN O O O O O,"[('MUSICIAN', 13, 15)]","[('MUSICIAN', 8, 8), ('MUSICIAN', 10, 11), ('MUSICIAN', 13, 15), ('MUSICIAN', 18, 20)]"
1264,"ĠR oxy ĠMusic 's Ġback Ġcatalogue Ġwas Ġre - released Ġin Ġ2000 , Ġleading Ġto Ġthe Ġband Ġundertaking Ġa Ġworld Ġtour Ġin Ġ2001 .",O O O O O O O O O O O O O O O O O O O O O O O O,B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,[],"[('MUSICIAN', 0, 1)]"
1265,"ĠMorris sey Ġwill Ġalso Ġplay Ġon ĠSaturday Ġat Ġthe Ġfestival , Ġwhile ĠSuper grass Ġand ĠIdle wild Ġhave Ġbeen Ġconfirmed Ġfor Ġthe ĠFriday .",B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O,B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O,"[('MUSICIAN', 0, 1)]","[('ACTOR-DIRECTOR', 0, 1), ('MUSICIAN', 12, 13)]"
1266,"ĠWeak Ġdollar Ġhits ĠReuters Ċ Ċ Re ven ues Ġat Ġmedia Ġgroup ĠReuters Ġslipped Ġ11 % Ġduring Ġ2004 , Ġmainly Ġdue Ġto Ġthe Ġweakness Ġof Ġthe Ġdollar , Ġthe Ġgroup Ġsaid .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 6, 6), ('BUSINESS-EXECUTIVE-MANAGER', 8, 8)]"
1294,"Ġ Ċ Ċ G ard ener , ĠDarren ĠCampbell , ĠMar lon ĠDevon ish Ġand ĠMark ĠLewis - Franc is Ġhave Ġall Ġbeen Ġawarded ĠMB Es Ġafter Ġbeating Ġpre - race Ġfavourites ĠUSA Ġto Ġgold . Ġ""",O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,"[('ATHLETE', 7, 8), ('ATHLETE', 10, 13), ('ATHLETE', 15, 19)]","[('ATHLETE', 3, 5), ('ATHLETE', 7, 8), ('ATHLETE', 10, 13), ('ATHLETE', 15, 19)]"
1296,"ĠThis Ġrecognition Ġis Ġreally Ġinspiring Ġand Ġmakes Ġme Ġwant Ġto Ġhave Ġmore Ġsuccess ,"" Ġsaid ĠLewis - Franc is .",O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,[],"[('ATHLETE', 15, 18)]"
1299,"ĠThen , Ġon Ġcue , ĠLewis - Franc is Ġran Ġa Ġtextbook Ġfinal Ġleg , Ġholding Ġoff ĠMaurice ĠGreene Ġto Ġbring ĠTeam ĠGB Ġhome Ġin Ġ38 . 07 Ġseconds Ġ- Ġjust Ġone Ġhundred th Ġof Ġa Ġsecond Ġahead Ġof Ġtheir Ġrivals . Ġ""",O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 17, 18)]","[('ATHLETE', 5, 8), ('ATHLETE', 17, 18)]"
1300,"ĠWinning Ġthe Ġgold Ġmedal Ġwas Ġthe Ġhighlight Ġof Ġmy Ġathletics Ġcareer Ġso Ġfar ,"" Ġsaid Ġthe ĠBirch field ĠHar rier . Ġ""",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O O,[],"[('ATHLETE', 18, 19)]"
1302,"ĠGard ener Ġadded : Ġ"" All Ġof Ġus Ġhad Ġworked Ġvery Ġhard Ġfor Ġa Ġlong , Ġlong Ġtime Ġto Ġcarry Ġoff Ġwhat Ġmost Ġbelieved Ġwas Ġan Ġimpossible Ġtask . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 1)]"
1307,"ĠCampbell Ġagreed Ġreceiving Ġthe Ġhonour Ġcapped Ġoff Ġwhat Ġhas Ġbeen Ġa Ġdifficult Ġyear Ġfor Ġthe Ġspr inter . Ġ""",O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 0)]"
1311,"Ġ Ċ Ċ - ĠThere Ġwas Ġalso Ġrecognition Ġfor ĠJames ĠClarke , Ġchairman Ġof Ġthe ĠLondon ĠMarathon .",O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 9, 10)]","[('PUBLIC-FIGURE', 9, 10)]"
1313,ĠPoll Ġexplains Ġfree - kick Ġdecision Ċ Ċ Ref eree ĠGraham ĠPoll Ġsaid Ġhe Ġapplied Ġthe Ġlaws Ġof Ġthe Ġgame Ġin Ġallowing ĠArsenal Ġstriker ĠTh ier ry ĠHenry 's Ġfree - kick Ġin ĠSunday 's Ġ2 - 2 Ġdraw Ġwith ĠChelsea .,O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O,"[('ATHLETE', 10, 11), ('ATHLETE', 24, 27)]","[('PUBLIC-FIGURE', 0, 0), ('PUBLIC-FIGURE', 10, 11), ('ATHLETE', 24, 27)]"
1314,"Ġ Ċ Ċ K eeper ĠPetr ĠC ech Ġwas Ġorganising Ġhis Ġdefensive Ġwall Ġwhen ĠHenry 's Ġquick Ġfree - kick Ġflew Ġin , Ġwhich Ġangered ĠChelsea . Ġ""",O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE O O O O O O O O O O O O O,"[('ATHLETE', 5, 7)]","[('ATHLETE', 5, 7), ('ATHLETE', 14, 14)]"
1316,ĠI Ġasked ĠHenry Ġ' do Ġyou Ġwant Ġa Ġwall ? '.,O O O O O O O O O O O,O O B-ATHLETE O O O O O O O O,[],"[('ATHLETE', 2, 2)]"
1319,"ĠI Ġsaid Ġ' yes ',"" Ġsaid ĠPoll . Ġ""",O O O O O O O O O,O O O O O O B-PUBLIC-FIGURE O O,[],"[('PUBLIC-FIGURE', 6, 6)]"
1322,"ĠPoll Ġadded : Ġ"" I Ġgave Ġthe Ġsignal Ġfor Ġhim Ġto Ġtake Ġit .",O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0)]"
1324,"ĠThe Ġsame Ġthing Ġhappened Ġwhen ĠI Ġrefere ed ĠChelsea Ġagainst ĠWest ĠHam Ġin Ġan ĠFA ĠCup Ġreplay Ġtwo Ġyears Ġago Ġ- Ġwhen ĠJimmy ĠFloyd ĠHas sel b ain k Ġscored Ġ- Ġand ĠI Ġdon 't Ġremember Ġthem Ġcomplaining Ġabout Ġthat .""",O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O,"[('ATHLETE', 22, 28)]","[('PUBLIC-FIGURE', 22, 28)]"
1325,"ĠHenry Ġexplained Ġwhy Ġhe Ġpaused Ġbefore Ġstriking Ġthe Ġball Ġfor Ġthe Ġgoal , Ġwhich Ġput ĠArsenal Ġ2 - 1 Ġahead .",O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 0)]"
1326,"Ġ Ċ Ċ Henry Ġtold ĠBBC ĠRadio ĠFive ĠLive : Ġ"" The Ġref Ġasked Ġme Ġif ĠI Ġwanted Ġ10 Ġyards Ġor Ġif ĠI Ġwanted Ġto Ġtake Ġit Ġstraight Ġaway Ġand ĠI Ġsaid Ġthat ĠI Ġwanted Ġto Ġtake Ġit Ġstraight Ġaway .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 3, 3)]"
1331,"ĠFormer Ġreferees ' Ġchief ĠPhilip ĠDon Ġbacked ĠPoll 's Ġdecision Ġto Ġallow Ġthe Ġstrike . Ġ""",O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O,O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O O O O O O O O,"[('ATHLETE', 4, 5)]","[('PUBLIC-FIGURE', 4, 5), ('PUBLIC-FIGURE', 7, 7)]"
1333,"ĠOn Ġthis Ġoccasion Ġit Ġwas ĠArsenal ,"" ĠDon Ġtold ĠBBC ĠRadio ĠFive ĠLive . Ġ""",O O O O O O O O O O O O O O O,O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 7, 7)]"
1337,"ĠDon Ġwas Ġhead Ġof Ġthe Ġreferees Ġfor Ġthe ĠPremier ĠLeague Ġand Ġrevealed Ġall Ġclubs Ġwere Ġinformed Ġof Ġfree - kick Ġoptions . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 0)]"
1349,"Ġ Ċ Ċ In Ġa Ġspeech Ġto Ġthe ĠForeign ĠPolicy ĠCentre ĠMr ĠStraw Ġsaid Ġof Ġthe ĠTory Ġleader : Ġ"" He Ġis Ġclever , Ġfluent Ġand Ġtactical , Ġbut Ġhe Ġis Ġnot Ġwise . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 12, 12)]"
1351,"ĠThe ĠForeign ĠSecretary Ġtold Ġthe ĠBBC : Ġ"" I Ġwas Ġmaking Ġthe Ġobservation Ġthat Ġbecause Ġof ĠMichael ĠHoward 's Ġimp et u osity Ġyou Ġcan Ġget Ġl urches Ġof Ġpolicy .""",O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,"[('POLITICIAN', 16, 17)]","[('POLITICIAN', 16, 18)]"
1357,"ĠSince Ġ1997 , Ġthe Ġreported Ġaverage Ġtake - home Ġincome Ġhad Ġ"" ris en Ġby Ġ20 % Ġin Ġreal Ġterms "" Ġif Ġyou Ġtook Ġout Ġthe Ġself - employed , ĠMr ĠMil burn Ġtold ĠBBC ĠRadio Ġ4 's ĠToday Ġprogramme .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O,[],"[('POLITICIAN', 31, 32)]"
1358,"ĠMr ĠBrown Ġalso Ġdismissed Ġthe Ġfigures Ġinsisting Ġthat Ġthe Ġ"" typ ical Ġfamily "" Ġhas Ġbeen Ġmuch Ġbetter Ġoff Ġunder ĠLabour .",O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1359,"ĠSant ini Ġresign s Ġas ĠSpurs Ġmanager Ċ Ċ T ottenham Ġmanager ĠJacques ĠSant ini Ġhas Ġresigned Ġfor Ġ"" personal Ġreasons "".",O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,"[('ATHLETE', 12, 14)]","[('BUSINESS-EXECUTIVE-MANAGER', 0, 1), ('BUSINESS-EXECUTIVE-MANAGER', 12, 14)]"
1361,"ĠSant ini Ġsaid : Ġ"" My Ġtime Ġat ĠTottenham Ġhas Ġbeen Ġmemorable Ġand Ġit Ġis Ġwith Ġdeep Ġregret Ġthat ĠI Ġtake Ġmy Ġleave .",O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 1)]"
1365,"ĠHe Ġadded : Ġ"" I Ġshould Ġlike Ġto Ġthank Ġ( s porting Ġdirector ) ĠFrank ĠAr nes en Ġand Ġ( chair man ) ĠDaniel ĠLevy Ġfor Ġtheir Ġunderstanding .""",O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O,O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O,"[('BUSINESS-EXECUTIVE-MANAGER', 14, 17), ('BUSINESS-EXECUTIVE-MANAGER', 23, 24)]","[('BUSINESS-EXECUTIVE-MANAGER', 13, 13), ('BUSINESS-EXECUTIVE-MANAGER', 14, 17), ('BUSINESS-EXECUTIVE-MANAGER', 23, 24)]"
1367,"Ġ Ċ Ċ Ar nes en Ġsaid Ġthe Ġclub Ġwere Ġsad Ġto Ġsee ĠSant ini Ġgo : Ġ"" We Ġare Ġobviously Ġdisappointed Ġthat ĠJacques Ġis Ġleaving Ġus .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 3, 5), ('BUSINESS-EXECUTIVE-MANAGER', 13, 14), ('BUSINESS-EXECUTIVE-MANAGER', 23, 23)]"
1369,"ĠI Ġcan Ġassure Ġyou Ġthat Ġthe Ġclub Ġwill Ġact Ġswiftly Ġto Ġminim ise Ġthe Ġimpact Ġof ĠJacques ' Ġdeparture . Ġ""",O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-ATHLETE O O O O,[],"[('ATHLETE', 16, 16)]"
1372,"ĠWe Ġwish ĠJacques Ġwell .""",O O O O O,O O B-ATHLETE O O,[],"[('ATHLETE', 2, 2)]"
1373,"ĠCampbell Ġreturns Ġto Ġelection Ġteam Ċ Ċ Ex - Down ing ĠStreet Ġmedia Ġchief ĠAl ast air ĠCampbell Ġwill Ġreturn Ġto Ġthe Ġfold Ġto Ġstrengthen ĠLabour 's Ġgeneral Ġelection Ġcampaign , Ġthe Ġparty Ġhas Ġconfirmed .",O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 14, 17)]","[('PUBLIC-FIGURE', 0, 0), ('PUBLIC-FIGURE', 14, 17)]"
1374,"Ġ Ċ Ċ Mr ĠCampbell Ġhas Ġconsistently Ġmade Ġpublic Ġhis Ġkeen ness Ġto Ġplay Ġa Ġpart Ġin Ġthe Ġpoll , Ġexpected Ġin ĠMay .",O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 4, 4)]"
1376,"ĠHe Ġis Ġa Ġstrong ĠLabour ĠParty Ġmember ,"" ĠMr ĠPrescott Ġtold ĠBBC ĠOne 's ĠBreakfast ĠWith ĠFrost Ġprogramme .",O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-POLITICIAN O O O O O O O O O,[],"[('POLITICIAN', 9, 9)]"
1377,Ġ Ċ Ċ Mr ĠCampbell Ġquit ĠNumber Ġ10 Ġin ĠAugust Ġ2003 Ġafter Ġbeing ĠTony ĠBlair 's Ġright - hand Ġman Ġat Ġthe Ġ1997 Ġand Ġ2001 Ġelections .,O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O,O O O O B-PUBLIC-FIGURE O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O,"[('POLITICIAN', 13, 14)]","[('PUBLIC-FIGURE', 4, 4), ('POLITICIAN', 13, 15)]"
1378,"ĠLabour Ġhave Ġrefused Ġto Ġdiscuss Ġhis Ġexact Ġnew Ġposition Ġand Ġhave Ġnot Ġsaid Ġhow Ġit Ġwould Ġaffect Ġhis ĠDowning ĠStreet Ġreplacement ĠDavid ĠHill . Ġ""",O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O,O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O,"[('PUBLIC-FIGURE', 21, 22)]","[('POLITICIAN', 21, 22)]"
1379,"ĠOf Ġcourse ĠAl ast air 's Ġgoing Ġto Ġbe Ġpart Ġof Ġthe Ġelection Ġcampaign Ġand ĠI Ġthink Ġthat Ġall Ġof Ġus Ġwho Ġwill Ġalso Ġbe Ġpart Ġof Ġthe Ġelection Ġcampaign Ġare Ġvery Ġpleased Ġabout Ġthat ,"" ĠMs ĠJ owell Ġtold ĠSky ĠNews .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O,[],"[('POLITICIAN', 37, 38)]"
1381,"ĠThis Ġis Ġthe Ġda ft Ġthing Ġabout Ġthe Ġway Ġin Ġwhich Ġpolitics Ġis Ġwritten Ġabout ,"" ĠMs ĠJ owell Ġadded . Ġ""",O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O,[],"[('POLITICIAN', 17, 18)]"
1384,"ĠA ĠLabour Ġsource Ġtold Ġthe ĠSunday ĠTimes ĠMr ĠCampbell Ġwould Ġ"" effect ively Ġfront "" Ġthe Ġelection Ġmedia Ġcampaign Ġbut Ġsaid Ġhe Ġwould Ġbe Ġgiven Ġno Ġformal Ġtitle .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 8, 8)]"
1388,ĠMr ĠCampbell Ġwas Ġat Ġthe Ġcentre Ġof Ġthe Ġgovernment 's Ġrow Ġwith ĠBBC Ġover ĠAndrew ĠGill igan 's Ġstory Ġabout Ġthe ĠIraq Ġweapons Ġdossier .,O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O,O B-PUBLIC-FIGURE O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O,"[('AUTHOR-WRITER', 14, 16)]","[('PUBLIC-FIGURE', 1, 1), ('PUBLIC-FIGURE', 14, 17)]"
1389,"ĠThe ĠH utton Ġinquiry Ġcleared Ġhim Ġof Ġ"" sex ing Ġup "" Ġthe Ġdossier Ġin Ġthe Ġrun - up Ġto Ġthe ĠIraq Ġwar .",O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 1, 2)]"
1390,"ĠSince Ġleaving ĠDowning ĠStreet , Ġhe Ġhas Ġtoured Ġthe Ġcountry Ġwith Ġhis Ġone Ġman Ġshow , ĠAn ĠAud ience ĠWith ĠAl ast air ĠCampbell Ġand Ġpresented Ġa Ġnumber Ġof Ġinterview Ġprogrammes Ġfor ĠChannel Ġ4 .",O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 20, 23)]",[]
1391,ĠRobertson Ġout Ġto Ġretain ĠEuro Ġlure Ċ Ċ He arts Ġmanager ĠJohn ĠRobertson Ġhopes Ġa Ġplace Ġin Ġthe Ġknock - out Ġstages Ġof Ġthe ĠU ef a ĠCup Ġcould Ġhelp Ġkeep Ġsome Ġof Ġhis Ġout - of - contract Ġplayers Ġat Ġthe Ġclub .,O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('ATHLETE', 11, 12)]","[('ATHLETE', 0, 0), ('BUSINESS-EXECUTIVE-MANAGER', 11, 12)]"
1396,"ĠA Ġwin Ġfor ĠRobertson 's Ġside Ġagainst ĠF ere nc var os Ġwould Ġput Ġthem Ġthrough Ġto Ġthe Ġlast Ġ32 Ġif ĠBas le Ġfail Ġto Ġbeat ĠFey eno ord . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE O O O B-ATHLETE I-ATHLETE I-ATHLETE O O,[],"[('PUBLIC-FIGURE', 3, 3), ('ATHLETE', 8, 11), ('ATHLETE', 21, 22), ('ATHLETE', 26, 28)]"
1397,"ĠIt 's Ġvery Ġmuch Ġthe Ġplayer 's Ġpre rog ative Ġbut Ġthe Ġfact Ġthat Ġwe 've Ġbeen Ġplaying ĠEuropean Ġfootball Ġfor Ġthe Ġlast Ġthree Ġor Ġfour Ġyears Ġis Ġobviously Ġan Ġincentive ,"" Ġadded ĠRobertson . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O,[],"[('PUBLIC-FIGURE', 33, 33)]"
1399,"ĠWith Ġthe Ġgame Ġbeing Ġplayed Ġat ĠMurray field Ġinstead Ġof ĠTy ne castle Ġbecause Ġof ĠU ef a Ġregulations , ĠRobertson Ġsees Ġboth Ġpositive Ġand Ġnegative Ġaspects Ġto Ġthe Ġchange Ġof Ġvenue .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 20, 20)]"
1404,"ĠBut Ġhe Ġadded : Ġ"" If ĠTy ne castle Ġcould Ġhave Ġhosted Ġ30 , 000 Ġit Ġwould Ġhave Ġbeen Ġfantastic Ġbut Ġthat 's Ġone Ġof Ġthe Ġbenefits Ġof ĠMurray field Ġ- Ġit Ġallows Ġus Ġto Ġbring Ġeven Ġmore Ġof Ġour Ġsupporters Ġinto Ġit . Ġ""",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 6, 8)]"
