sub_category,sentence,ner_entities
Politics,"Conservative co-chairman Liam Fox said: Liam Fox said ""If Charles Kennedy is serious about making his budgets add up he should start by explaining how they would fund their 100 spending commitments.","[{""text"": ""Charles Kennedy"", ""label"": ""POLITICIAN""}, {""text"": ""Liam Fox"", ""label"": ""POLITICIAN""}, {""text"": ""Liam Fox"", ""label"": ""POLITICIAN""}]"
Politics,And Chancellor Gordon Brown said the Lib Dem figures did not add up.,"[{""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
Company News,"The fact that it is inspired in part by Andrei Tarkovsky's enigmatic 1979 masterpiece Stalker and set in 2012 in the disaster zone, a world of decay and mutation, makes it all the more intriguing.","[{""text"": ""Andrei Tarkovsky's"", ""label"": ""ACTOR-DIRECTOR""}]"
Company News,"More Hideo Kojima serious stealth, featuring action in the Soviet-controlled jungle in 1964.","[{""text"": ""Hideo Kojima"", ""label"": ""AUTHOR-WRITER""}]"
Economy,World Bank spokesman Damien Milverton told the Wall Street Journal that he expected an aid package of financing and debt relief.,"[{""text"": ""Damien Milverton"", ""label"": ""PUBLIC-FIGURE""}]"
Economy,"""The IMF stands ready to do its part to assist these nations with appropriate support in their time of need,"" said managing director Rodrigo Rato.","[{""text"": ""Rodrigo Rato"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"The United Nations' emergency relief coordinator, Jan Egeland, said that ""this may be the worst national disaster in recent history because it is affecting so many heavily populated coastal areas... so many vulnerable communities.","[{""text"": ""Jan Egeland"", ""label"": ""PUBLIC-FIGURE""}]"
Economy,"""The region that's affected is very big so we have to check country-by-country what the situation is"", said Serge Troeber, deputy head of the natural disasters department at Swiss Re, the world's second biggest reinsurance firm.","[{""text"": ""Serge Troeber"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"The EU's Humanitarian Aid Commissioner, Louis Michel, was quoted as saying that it was key to bring aid ""in those vital hours and days immediately after the disaster"".","[{""text"": ""Louis Michel"", ""label"": ""POLITICIAN""}]"
Politics,"Lib Dem chairman Matthew Taylor has now written to the watchdog saying: ""The advice we have received on several previous occasions is that such phone calls are illegal.""","[{""text"": ""Matthew Taylor"", ""label"": ""POLITICIAN""}]"
Politics,Mr Taylor argues there should be new guidelines so all parties can act in the same way if the watchdog believes the rules allow parties to ring TPS numbers about voting intentions and later urge those people to vote for them.,"[{""text"": ""Taylor"", ""label"": ""POLITICIAN""}]"
Stock Market,"But it's not necessarily a really big thing in the economic sense,"" said ABN Amro chief Asian strategist Eddie Wong.","[{""text"": ""Eddie Wong"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Stock Market,"Thailand may lose 30bn baht (£398m; $768m) in earnings from tourism over the next three months, according to tourism minister Sontaya Kunplome.","[{""text"": ""Sontaya Kunplome"", ""label"": ""POLITICIAN""}]"
Stock Market,"""It will take until the fourth quarter of next year before tourist visitors in Phuket and five other provinces return to their normal level,"" said Naris Chaiyasoot, director general at the ministry's fiscal policy office.","[{""text"": ""Naris Chaiyasoot"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Stock Market,"""Our nation is in peril here,"" said Ahmed Shaheed, the chief government spokesman.","[{""text"": ""Ahmed Shaheed"", ""label"": ""PUBLIC-FIGURE""}]"
Stock Market,Shaheed noted that investment in a single tourist resort - the economic mainstay - could run to $40m.,"[{""text"": ""Shaheed"", ""label"": ""PUBLIC-FIGURE""}]"
Football,Unclear future for striker Baros,"[{""text"": ""Baros"", ""label"": ""ATHLETE""}]"
Football,Liverpool forward Milan Baros is uncertain whether he remains part of boss Rafa Benitez's plans after being dropped for the Carling Cup final.,"[{""text"": ""Milan Baros"", ""label"": ""ATHLETE""}, {""text"": ""Rafa Benitez"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,"Baros, who is Liverpool's leading scorer this season, denied reports of a row with Benitez but claims he is mystified at being left on the bench.","[{""text"": ""Baros"", ""label"": ""ATHLETE""}, {""text"": ""Benitez"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,Baros denied suggestions he wanted to leave the Millennium Stadium before the match upon learning of his omission from the starting line-up.,"[{""text"": ""Baros"", ""label"": ""ATHLETE""}]"
Football,"But his admission that he ""guessed something like this was going to happen on Saturday"", will do little to quell claims of a falling-out with Benitez.","[{""text"": ""Benitez"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Football,"And although Baros insisted thoughts of quitting Anfield are ""not in my mind right now"", he admitted ""everything is possible"".","[{""text"": ""Baros"", ""label"": ""ATHLETE""}]"
Tennis,Roddick to face Saulnier in final,"[{""text"": ""Roddick"", ""label"": ""ATHLETE""}, {""text"": ""Saulnier"", ""label"": ""ATHLETE""}]"
Tennis,Andy Roddick will play Cyril Saulnier in the final of the SAP Open in San Jose on Sunday.,"[{""text"": ""Andy Roddick"", ""label"": ""ATHLETE""}, {""text"": ""Cyril Saulnier"", ""label"": ""ATHLETE""}]"
Tennis,"The American top seed and defending champion overcame Germany's Tommy Haas, the third seed, 7-6 (7-3) 6-3.","[{""text"": ""Tommy Haas"", ""label"": ""ATHLETE""}]"
Tennis,"""I was feeling horrible earlier in the week,"" Roddick said.","[{""text"": ""Roddick"", ""label"": ""ATHLETE""}]"
Tennis,"Saulnier battled to a 6-7 (3-7) 6-3 6-3 win over seventh seed Jurgen Melzer, who twisted his ankle early in the second set.","[{""text"": ""Saulnier"", ""label"": ""ATHLETE""}, {""text"": ""Jurgen Melzer"", ""label"": ""ATHLETE""}]"
Tennis,Roddick won the last four points of the first-set tie-break before being broken at the start of the second set.,"[{""text"": ""Roddick"", ""label"": ""ATHLETE""}]"
Tennis,But he broke straight back and then broke Haas again to lead 4-2.,"[{""text"": ""Haas"", ""label"": ""ATHLETE""}]"
Tennis,"""It's extremely frustrating when you have chances against a top-five player and don't do anything with them,"" admitted Haas.","[{""text"": ""Haas"", ""label"": ""ATHLETE""}]"
Tennis,Saulnier will move into the world's top 50 for the first time after his passage through to the final.,"[{""text"": ""Saulnier"", ""label"": ""ATHLETE""}]"
Football,"Cristiano Ronaldo scored the opener, slipping the ball between Paul Jones' legs after just nine minutes.","[{""text"": ""Cristiano Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Paul Jones'"", ""label"": ""ATHLETE""}]"
Football,"United wasted a host of chances to make it safe as Jones made some great saves, but Wayne Rooney put the tie beyond doubt late on with a cool finish.","[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Wayne Rooney"", ""label"": ""ATHLETE""}]"
Football,"Exeter had chances of their own, Sean Devine twice volleying wide and Andrew Taylor forcing Tim Howard to save.","[{""text"": ""Sean Devine"", ""label"": ""ATHLETE""}, {""text"": ""Andrew Taylor"", ""label"": ""ATHLETE""}, {""text"": ""Tim Howard"", ""label"": ""ATHLETE""}]"
Football,United boss Sir Alex Ferguson was taking few chances after their 0-0 draw in the first game and he handed starts to Paul Scholes and Ryan as well as Ronaldo and Rooney.,"[{""text"": ""Sir Alex Ferguson"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Paul Scholes"", ""label"": ""ATHLETE""}, {""text"": ""Ryan"", ""label"": ""ATHLETE""}, {""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}]"
Football,"Exeter began brightly with Devine and Steve Flack seeing plenty of the ball, but it did not take United long to assert their authority and the hosts soon found themselves a goal down.","[{""text"": ""Devine"", ""label"": ""ATHLETE""}, {""text"": ""Steve Flack"", ""label"": ""ATHLETE""}]"
Football,Scholes played a lovely pass in to Ronaldo on the left-hand side of the six-yard box and the Portuguese winger slid the ball between the legs of Jones to open the scoring.,"[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Scholes"", ""label"": ""ATHLETE""}]"
Football,United sensed a chance to finish the tie as a contest early on and Ronaldo blazed over before Jones saved well from Scholes and then Rooney.,"[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}, {""text"": ""Scholes"", ""label"": ""ATHLETE""}]"
Football,The visitors' pressure by now was incessant and Rooney had another shot blocked while Ronaldo slammed well over the bar again from a good position.,"[{""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}]"
Football,"Just before the break Giggs had a golden chance to double the advantage, but the Welshman dragged a left-foot effort badly wide from 10 yards.","[{""text"": ""Giggs"", ""label"": ""ATHLETE""}]"
Football,"In stoppage time Exeter created their best chance as Alex Jeannin swung in a cross from the left that Devine managed to flick goalwards, but the ball flew wide of Howard's goal.","[{""text"": ""Devine"", ""label"": ""ATHLETE""}, {""text"": ""Alex Jeannin"", ""label"": ""ATHLETE""}, {""text"": ""Howard"", ""label"": ""ATHLETE""}]"
Football,The Grecians came out after the break in determined fashion and Howard had to show safe hands to collect two searching crosses into the United box.,"[{""text"": ""Howard"", ""label"": ""ATHLETE""}]"
Football,Rooney looked like he might have sealed the result with a turn and shot but the ball stuck in the St James Park mud and Jones raced back to gather on the goalline.,"[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}]"
Football,"Moments later Devine had the chance to make himself a hero, but he could only volley Jeannin's brilliant cross wide of Howard's goal after being left unmarked six yards out.","[{""text"": ""Devine"", ""label"": ""ATHLETE""}, {""text"": ""Howard"", ""label"": ""ATHLETE""}, {""text"": ""Jeannin"", ""label"": ""ATHLETE""}]"
Football,"After Rooney had completely messed up a free-kick 20 yards out Taylor showed him how it should be done, his stunning drive from distance forcing a flying stop from Howard.","[{""text"": ""Rooney"", ""label"": ""ATHLETE""}, {""text"": ""Howard"", ""label"": ""ATHLETE""}, {""text"": ""Taylor"", ""label"": ""ATHLETE""}]"
Football,The home crowd were baying for a goal and they did get the ball into the net only for Devine's low effort to be ruled out for an obvious offside.,"[{""text"": ""Devine"", ""label"": ""ATHLETE""}]"
Football,The persistent Rooney eventually rounded Jones with three minutes to go and slotted into an empty net to book a home tie with Middlesbrough in the fourth round.,"[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}]"
Football,"Jones, Hiley, Sawyer, Gaia, Jeannin, Moxey, Taylor (Martin 89), Ampadu (Afful 69), Clay, Flack (Edwards 74), Devine.","[{""text"": ""Jones"", ""label"": ""ATHLETE""}, {""text"": ""Devine"", ""label"": ""ATHLETE""}, {""text"": ""Jeannin"", ""label"": ""ATHLETE""}, {""text"": ""Taylor"", ""label"": ""ATHLETE""}, {""text"": ""Hiley"", ""label"": ""ATHLETE""}, {""text"": ""Sawyer"", ""label"": ""ATHLETE""}, {""text"": ""Gaia"", ""label"": ""ATHLETE""}, {""text"": ""Moxey"", ""label"": ""ATHLETE""}, {""text"": ""Martin"", ""label"": ""ATHLETE""}, {""text"": ""Ampadu"", ""label"": ""ATHLETE""}, {""text"": ""Afful"", ""label"": ""ATHLETE""}, {""text"": ""Clay"", ""label"": ""ATHLETE""}, {""text"": ""Flack"", ""label"": ""ATHLETE""}, {""text"": ""Edwards"", ""label"": ""ATHLETE""}]"
Football,"Subs Not Used: Rice, Todd.

Ampadu, Clay.

Howard, Phil Neville, Gary Neville, O'Shea, Fortune, Giggs (Saha 70), Miller (Fletcher 66), Scholes, Djemba-Djemba (Silvestre 80), Ronaldo, Rooney.","[{""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}, {""text"": ""Scholes"", ""label"": ""ATHLETE""}, {""text"": ""Giggs"", ""label"": ""ATHLETE""}, {""text"": ""Howard"", ""label"": ""ATHLETE""}, {""text"": ""Ampadu"", ""label"": ""ATHLETE""}, {""text"": ""Clay"", ""label"": ""ATHLETE""}, {""text"": ""Rice"", ""label"": ""ATHLETE""}, {""text"": ""Todd"", ""label"": ""ATHLETE""}, {""text"": ""Phil Neville"", ""label"": ""ATHLETE""}, {""text"": ""Gary Neville"", ""label"": ""ATHLETE""}, {""text"": ""O'Shea"", ""label"": ""ATHLETE""}, {""text"": ""Fortune"", ""label"": ""ATHLETE""}, {""text"": ""Saha"", ""label"": ""ATHLETE""}, {""text"": ""Miller"", ""label"": ""ATHLETE""}, {""text"": ""Fletcher"", ""label"": ""ATHLETE""}, {""text"": ""Silvestre"", ""label"": ""ATHLETE""}]"
Football,"Subs Not Used: Ricardo, Bellion.

Ronaldo 9, Rooney 87.

9,033.

P Dowd (Staffordshire).","[{""text"": ""Ronaldo"", ""label"": ""ATHLETE""}, {""text"": ""Rooney"", ""label"": ""ATHLETE""}, {""text"": ""Ricardo"", ""label"": ""ATHLETE""}, {""text"": ""Bellion"", ""label"": ""ATHLETE""}, {""text"": ""P Dowd"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Brown visits slum on Africa trip,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,Chancellor Gordon Brown has visited Kenya's biggest shantytown as he opened a week-long visit to Africa.,"[{""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
Politics,Mr Brown's trip is designed to highlight how the UK wants to make Africa's problems a priority of its chairmanship of the G8 this year.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,"Speaking outside the Olympic Primary School, Mr Brown said: ""It is simply not acceptable in the modern age for the rest of the world to stand by and have hundreds of millions of children not getting the chance at education.""","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,"Brown's aides say he wants to find out more about the Kenyan Government's education policies, which included introducing free primary education in early 2003.","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Politics,The trip follows claims of infighting between Mr Brown and Tony Blair detailed in a new book.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}, {""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
Politics,Conservative leader Michael Howard is expected to seize on those reports at prime minister's questions at 1200 GMT on Wednesday.,"[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
Economy,US bank boss hails 'genius' Smith,"[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"US Federal Reserve chairman Alan Greenspan has given a speech at a Scottish church in honour of the pioneering economist, Adam Smith.","[{""text"": ""Alan Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Adam Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"He delivered the 14th Adam Smith Lecture in Kirkcaldy, Fife.","[{""text"": ""Adam Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"Dr Greenspan was invited by Chancellor Gordon Brown, whose minister father John used to preach at the St Bryce Kirk church.","[{""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
Economy,"Mr Brown introduced Dr Greenspan to the 400 invited guests as the ""the world's greatest economist"".","[{""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
Economy,"Dr Greenspan, 79, who has been in the UK to attend the G7 meeting in London, said the world could never repay the debt of gratitude it owed to Smith, whose genius he compared to that of Mozart.","[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Mozart"", ""label"": ""MUSICIAN""}]"
Economy,"""Kirkcaldy, the birthplace in 1723 of Adam Smith and, by extension, of modern economics, is also of course, where your chancellor was reared.","[{""text"": ""Adam Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"He continued: ""Smith reached far beyond the insights of his predecessors to frame a global view of how market economics, just then emerging, worked.","[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"Dr Greenspan said Smith's revolutionary philosophy on human self-interest, laissez-faire economics and competition had been a force for good in the world.","[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}, {""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"""The incredible insights of a handful of intellectuals of the Enlightenment - especially with Smith toiling in the environs of Kirkcaldy - created the modern vision of people free to choose and to act according to their individual self-interest,"" he said.","[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"Following his lecture, Dr Greenspan - who received an honorary knighthood from the Queen at Balmoral in 2002 - was awarded an honorary fellowship of the Royal Society of Edinburgh.","[{""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,He later opened an exhibition dedicated to Smith in the atrium of Fife College of Further and Higher Education.,"[{""text"": ""Smith"", ""label"": ""AUTHOR-WRITER""}]"
Economy,"Joyce Johnston, principal of the college, said: ""It is very fitting that the world's premier economist delivered this lecture in tribute to the world's first economist.""","[{""text"": ""Joyce Johnston"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,Dr Greenspan - who became chairman of the Federal Reserve for an unprecedented fifth term in June 2004 - will step down in January next year.,"[{""text"": ""Greenspan"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"He has served under Presidents George W Bush, Bill Clinton, George Bush, and Ronald Reagan.","[{""text"": ""George W Bush"", ""label"": ""POLITICIAN""}, {""text"": ""Bill Clinton"", ""label"": ""POLITICIAN""}, {""text"": ""George Bush"", ""label"": ""POLITICIAN""}, {""text"": ""Ronald Reagan"", ""label"": ""POLITICIAN""}]"
Economy,He was also chairman of the council of economic advisors to Gerald Ford.,"[{""text"": ""Gerald Ford"", ""label"": ""POLITICIAN""}]"
Football,"Smith aims to bring back respect

Scotland manager Walter Smith says he wants to restore the national team's respectability in world football.","[{""text"": ""Smith"", ""label"": ""POLITICIAN""}, {""text"": ""Walter Smith"", ""label"": ""POLITICIAN""}]"
Football,Smith has joined his first squad for a three-day get-together near Manchester in preference to playing a friendly.,"[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
Football,"While qualification for the 2006 World Cup appears to be beyond Scotland, Smith is anxious that the remainder of the campaign should be positive.","[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
Football,"Smith, meeting a number of his squad for the first time, brought them together on Monday to outline his ideas for improving the nation's fortunes.","[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
Football,"Smith will be absent for the final sessions, however, as he is due to fly out to Sardinia on Wednesday to watch Italy's friendly with Russia.","[{""text"": ""Smith"", ""label"": ""POLITICIAN""}]"
Tech,"Billions of pounds spent on conflict in Iraq and in the Middle East should have been used to reduce poverty, Cardinal Cormac Murphy-O'Connor has said.","[{""text"": ""Cormac Murphy-O'Connor"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,Both the Cardinal and Archbishop of Canterbury Dr Rowan Williams appealed for the weapons inspectors to be given more time in Iraq before the war started.,"[{""text"": ""Rowan Williams"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,"Dr Williams has since criticised the government over its case for war, saying the failure to find weapons of mass destruction had damaged faith in the political system.","[{""text"": ""Williams"", ""label"": ""PUBLIC-FIGURE""}]"
Tech,But Prime Minister Tony Blair has said he will put Africa at the top of the agenda when Britain chairs the G8 summit next year.,"[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
Politics,British director Sean McAllister's The Liberace of Baghdad - about a pianist in war-torn Iraq - won a special prize in the world documentary category.,"[{""text"": ""Sean McAllister"", ""label"": ""ACTOR-DIRECTOR""}]"
Politics,The Sundance festival was founded by actor Robert Redford in 1981.,"[{""text"": ""Robert Redford"", ""label"": ""ACTOR-DIRECTOR""}]"
Athletics,"The bid chairman, Lord Coe, admitted he would never dream of running a marathon, even though he was an Olympic middle-distance runner.","[{""text"": ""Coe"", ""label"": ""ATHLETE""}]"
Athletics,"Kelly Holmes, former hurdler Alan Pascoe and former sprinter Frankie Fredericks - who is now an IOC member - all wanted to know why anyone would want to run that far.","[{""text"": ""Kelly Holmes"", ""label"": ""ATHLETE""}, {""text"": ""Alan Pascoe"", ""label"": ""ATHLETE""}, {""text"": ""Frankie Fredericks"", ""label"": ""ATHLETE""}]"
Athletics,"But the only person who was positive about my intentions was Tanni Grey Thompson, who has won the London Marathon wheelchair race six times.","[{""text"": ""Tanni Grey Thompson"", ""label"": ""ATHLETE""}]"
Athletics,This year Steve will donate all the proceeds from his London Marathon efforts to victims of the tsunami.,"[{""text"": ""Steve"", ""label"": ""PUBLIC-FIGURE""}]"
Athletics,Steve will be writing a regular column on the ups and downs of his marathon training for the BBC Sport website.,"[{""text"": ""Steve"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Campbell: E-mail row 'silly fuss',"[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Ex-No 10 media chief Alastair Campbell is at the centre of a new political row over an e-mail containing a four-letter outburst aimed at BBC journalists.,"[{""text"": ""Alastair Campbell"", ""label"": ""POLITICIAN""}]"
Politics,Mr Campbell sent the missive by mistake to BBC2's Newsnight after it sought to question his role in Labour's controversial poster campaign.,"[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Mr Campbell has recently re-,"[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"The e-mail was revealed the day after Peter Mandelson, former Labour minister and now a European Commissioner, warned the BBC to steer away from ""demonising"" Mr Campbell.","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Peter Mandelson"", ""label"": ""POLITICIAN""}]"
Politics,Mr Campbell messaged Newsnight after the programme investigated claims that Labour's advertising agency TBWA was blaming him for controversy over its campaign posters.,"[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"The images, including one of flying pigs and another of what critics claim depicted Tory leader Michael Howard as Fagin, prompted accusations of anti-Semitism, claims denied by Labour.","[{""text"": ""Michael Howard"", ""label"": ""POLITICIAN""}]"
Politics,"Mr Campbell's e-mail, which was apparently intended for a party official, suggested they should get Trevor Beattie, TBWA's boss, to issue a statement.","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Trevor Beattie"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Politics,The e-mail was sent by mistake to Newsnight journalist Andrew McFadyen.,"[{""text"": ""Andrew McFadyen"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"Realising his error, Mr Campbell then e-mailed Mr McFadyen pointing out the mistake, but suggesting presenter Jeremy Paxman would have seen the funny side.","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""McFadyen"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Jeremy Paxman"", ""label"": ""AUTHOR-WRITER""}]"
Politics,"""Campbell swears shock.","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,Later the prime minister's spokesman was asked by journalists about his view on Mr Campbell's use of abusive language.,"[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}]"
Politics,"Foreign Secretary Jack Straw said he had always had ""very good and polite relations"" with Mr Campbell, who he described as ""very talented"".","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Jack Straw"", ""label"": ""POLITICIAN""}]"
Politics,"But on the former spin doctor's use of language, Mr Straw said: ""I do know the odd journalist who has occasionally used the odd word that would probably be inappropriate in some circumstances.","[{""text"": ""Straw"", ""label"": ""POLITICIAN""}]"
Politics,"Liam Fox, Tory co-chairman, said the return of Mr Campbell was a sign of new ""sinister and underhand tactics"" by Labour.","[{""text"": ""Campbell"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Liam Fox"", ""label"": ""POLITICIAN""}]"
Theatre,"UK Directors Guild nominees named

Martin Scorsese and Clint Eastwood","[{""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Clint Eastwood"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,Other nominees include Bill Condon for Kinsey and Michel Gondry for Eternal Sunshine of the Spotless Mind.,"[{""text"": ""Bill Condon"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Michel Gondry"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,Mike Leigh's Vera Drake is among the nominees for best British film.,"[{""text"": ""Mike Leigh's"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"The awards will see Eastwood and Scorsese once again competing for the directing prize, following last weekend's Oscars.","[{""text"": ""Eastwood"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Scorsese"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"Clint Eastwood won best director for Million Dollar Baby, beating Scorsese who was nominated for a fifth time for the Howard Hughes biopic The Aviator.","[{""text"": ""Clint Eastwood"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Scorsese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Howard Hughes"", ""label"": ""PUBLIC-FIGURE""}]"
Theatre,"Mike Leigh will compete for the British film prize with Shane Meadows for Dead Man's Shoes, Roger Michell For Enduring Love and My Summer Of Love director Pawel Pawlikowski.","[{""text"": ""Mike Leigh"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Shane Meadows"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Roger Michell"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Pawel Pawlikowski"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,Nominees for best foreign film include Spain's Pedro Almodovar for Bad Education and Hong Kong director Wong Kar-Wai for 2046.,"[{""text"": ""Pedro Almodovar"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Wong Kar-Wai"", ""label"": ""ACTOR-DIRECTOR""}]"
Theatre,"American Beauty's Sam Mendes will receive a lifetime achievement award for his work in film and theatre, while theatre director Simon McBurney will be given an award for outstanding directorial achievement.","[{""text"": ""Sam Mendes"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Simon McBurney"", ""label"": ""ACTOR-DIRECTOR""}]"
Economy,"""This market simply wants to go up,"" Citigroup Global Markets analyst Kyle Cooper told Reuters news agency.","[{""text"": ""Kyle Cooper"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Economy,"Ed Silliere, analyst at Energy Merchant, added: ""Gasoline is up because of the refinery issues in Texas, which means there will be a scramble for product in the (US) Gulf Coast.""

Elsewhere, a refinery in Houston was closed due to mechanical problems, while on Tuesday production at BP's Texas City refinery was taken down for a short time.","[{""text"": ""Ed Silliere"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
Tennis,Hantuchova in Dubai last eight,"[{""text"": ""Hantuchova"", ""label"": ""ATHLETE""}]"
Tennis,"Daniela Hantuchova moved into the quarter-finals of the Dubai Open, after beating Elene Likhotseva of Russia 7-5 6-4, and now faces Serena Williams.

Australian Open champion Williams survived an early scare to beat Russia's Elena Bovina 1-6 6-1 6-4.","[{""text"": ""Daniela Hantuchova"", ""label"": ""ATHLETE""}, {""text"": ""Elene Likhotseva"", ""label"": ""ATHLETE""}, {""text"": ""Serena Williams"", ""label"": ""ATHLETE""}, {""text"": ""Williams"", ""label"": ""ATHLETE""}, {""text"": ""Elena Bovina"", ""label"": ""ATHLETE""}]"
Tennis,World number one Lindsay Davenport and Anastasia Myskina also progressed.,"[{""text"": ""Lindsay Davenport"", ""label"": ""ATHLETE""}, {""text"": ""Anastasia Myskina"", ""label"": ""ATHLETE""}]"
