index,sentence,true_tags,predicted_tags,true_entities,predicted_entities
1470,"london mayor mr livingstone says he is "" standing by "" his remarks which likened an evening standard journalist to a "" concentration camp guard "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 3, 3)]"
1471,but the prime minister says it is time for mr livingstone to say sorry .,O O O O O O O O O O O O O O O,O O O O O O O O O O B-POLITICIAN O O O O,[],"[('POLITICIAN', 10, 10)]"
1472,"labour ' s mr livingstone has said his comments may have been offensive but were not racist , and said earlier this week he would not ap ##olo ##gis ##e even if mr blair asked .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O,[],"[('POLITICIAN', 4, 4), ('POLITICIAN', 33, 33)]"
1474,"however , mr johnson , who was forced to ap ##olo ##gis ##e last year for an article in the magazine he edit ##s about liver ##pu ##dl ##ians gr ##ieving over the death of british hostage ken big ##ley , said mr blair "" should butt out of "" the row . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O,O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-POLITICIAN O O O O O O O O O O,"[('PUBLIC-FIGURE', 37, 39)]","[('POLITICIAN', 3, 3), ('PUBLIC-FIGURE', 37, 39), ('POLITICIAN', 43, 43)]"
1477,"mr johnson , mp for henley - on - thames , oxfordshire , said he suspected labour was now trying to reassure jewish voters "" because of this curious way in which labour seems to be trying to curry favour with di ##sil ##lusion ##ed muslim voters who may be di ##sil ##lusion ##ed about the war "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1478,""" ken doesn ' t think he ' s got anything to say sorry for and if that ' s really his feeling , then i think that he should stick to his guns , "" he said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 1, 1)]"
1479,"mr johnson ap ##olo ##gis ##ed last october for per ##pet ##uating an "" outdated stereo ##type "" of liverpool in the leader article on the death of mr big ##ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,[],"[('POLITICIAN', 1, 1), ('PUBLIC-FIGURE', 29, 30)]"
1482,"mr johnson told today : "" it ' s perfectly true that i got into the grove ##lling game myself and when i ap ##olo ##gis ##ed there were some things that i felt i ought to say sorry for . . . there were also other things i didn ' t think i should ap ##olo ##gis ##e for , "" he said . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 1, 1)]"
1483,"but here ' s old ken - he ' s been cr ##ass , he ' s been ins ##ens ##itive and thug ##gis ##h and brutal in his language - but i don ' t think actually if you read what he said , although it was extraordinary and rude , i don ' t think he was actually anti - semitic . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('AUTHOR-WRITER', 5, 5)]"
1484,singer ferguson ' facing ev ##iction ' three degrees star sheila ferguson is the favourite to be evicted from itv ' s i ' m a celebrity . . . get me out of here on monday .,O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-MUSICIAN O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('MUSICIAN', 10, 11)]","[('MUSICIAN', 1, 1), ('MUSICIAN', 10, 11)]"
1485,"book ##makers lad ##bro ##kes says the singer has even odds of being the first contestant to be voted off the show . """,O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 3, 4)]"
1486,"it ' s going to be close but sheila is favourite as she has shown herself to be a bit of a trouble ##maker , "" said lad ##bro ##kes ' warren lush .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O,"[('PUBLIC-FIGURE', 31, 32)]","[('PUBLIC-FIGURE', 8, 8), ('BUSINESS-EXECUTIVE-MANAGER', 31, 32)]"
1487,comic joe pas ##qual ##e remains odds on favourite to win the reality show .,O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O,O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O,"[('ACTOR-DIRECTOR', 1, 4)]","[('AUTHOR-WRITER', 1, 4)]"
1488,mr lush added that nancy so ##rrell ' s chances of an early departure had increased since the surprise arrival of husband vic reeves in the jungle camp last wednesday .,O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O,"[('PUBLIC-FIGURE', 4, 6), ('ACTOR-DIRECTOR', 22, 23)]","[('ACTOR-DIRECTOR', 4, 6), ('ACTOR-DIRECTOR', 22, 23)]"
1489,"notwithstanding , comedian reeves remains 3 / 1 favourite to win the show , after pas ##qual ##e .",O O O O O O O O O O O O O O O O O O O,O O O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O,[],"[('ACTOR-DIRECTOR', 3, 3)]"
1491,"there has been a big gamble on natalie [ appleton ] to go . . . but book ##ies fancy the millions at home will keep pi ##ling on the misery by putting her through more bush ##tu ##cker trials , "" added mr lush .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ACTOR-DIRECTOR O B-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O,[],"[('ACTOR-DIRECTOR', 7, 7), ('ACTOR-DIRECTOR', 9, 9), ('BUSINESS-EXECUTIVE-MANAGER', 44, 44)]"
1493,"on friday , lad ##bro ##kes suspended betting after singer brian harvey quit the show f ##oll ##low ##ing a blazing row with janet street - porter .",O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,O O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O,"[('MUSICIAN', 10, 11), ('AUTHOR-WRITER', 23, 26)]","[('MUSICIAN', 10, 11), ('PUBLIC-FIGURE', 23, 26)]"
1494,"harvey , who entered the camp a day later than other contestants after learning that his grandmother had died , reached the end of his te ##ther following days of me ##ag ##re rations and rows .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0)]"
1495,wine ##maker rejects foster ' s offer australian wine ##maker south ##corp has rejected a takeover offer worth 3 . 1b ##n australian dollars ( $ 2 . 3 ##bn ; £1 . 8 ##bn ) from brewing giant foster ' s group .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 3, 3)]"
1497,the two companies held four days of talks after foster ' s bought an 18 . 8 % stake in south ##corp on 13 january .,O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 9, 9)]"
1499,"south ##corp said foster ' s a $ 4 . 17 - a - share takeover proposal offered a "" excellent strategic fit "" but under ##val ##ue ##d the company . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 3, 3)]"
1501,"south ##corp said foster ' s takeover offer was "" op ##port ##uni ##stic "" .",O O O O O O O O O O O O O O O O,O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 3, 3)]"
1502,"however , it said that the offer may represent an ' opening bid ' , opening up the possibility of foster ' s returning with an improved offer .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O,[],"[('PUBLIC-FIGURE', 20, 20)]"
1506,"foster ' s spent a $ 58 ##4 ##m on buying an 18 . 8 % stake in south ##corp from the o ##at ##ley family , which founded the rose ##mount estates business and later merged it into south ##corp .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 0, 0), ('PUBLIC-FIGURE', 22, 24)]"
1510,""" the approach is at an early stage and therefore does not require a response at this point , "" l ##se said .",O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 20, 21)]"
1513,"l ##se saw its shares surge 4 . 9 % to a new high of 58 ##3 ##p in early trade , following the announcement on monday .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 0)]"
1523,lu ##ft ##han ##sa may sue over bush visit german airline lu ##ft ##han ##sa may sue federal agencies for damages after the arrival of us president george w bush disrupted flights .,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O,O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O,"[('POLITICIAN', 27, 29)]","[('POLITICIAN', 7, 7), ('POLITICIAN', 27, 29)]"
1524,lu ##ft ##han ##sa said that it may lose millions of euros as a result of air force one landing at frankfurt airport .,O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 0, 3)]"
1529,mr lambert ##y explained that the company did not plan to pursue germany ' s air traffic controllers ' organisation or the airport authority but wanted instead to see if it was possible to sue the german federal agencies that gave the orders .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 1, 2)]"
1532,"central to the problem was that instead of half an hour , the arrival of president bush on the german leg of his european tour took the best part of an hour , lu ##ft ##han ##sa said .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O,[],"[('POLITICIAN', 16, 16), ('PUBLIC-FIGURE', 33, 36)]"
1534,the extra time taken by president bush and his entourage meant that there was a knock - on effect that led to significant delays .,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 6, 6)]"
1535,"mr lambert ##y said that 92 outgoing flights and 86 income flights were delayed by an average of an hour following president bush ' s arrival , affecting almost 17 , 000 passengers .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 1, 2), ('POLITICIAN', 22, 22)]"
1536,"despite the problems , mr lambert ##y said that it was not certain that lu ##ft ##han ##sa would take legal action .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 5, 6), ('BUSINESS-EXECUTIVE-MANAGER', 14, 17)]"
1538,"o ' ga ##ra kicked all of ireland ' s points , with two dropped goals and five penalties , to give the home side a 100 % record in their autumn internationals .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 3)]"
1541,the well - drilled and sharpe ##r pu ##mas out - played and out - thought ireland in the early stages .,O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O,[],"[('ATHLETE', 5, 6)]"
1542,ind ##is ##ci ##plin ##e allowed argentina ' s leinster fly - half con ##te ##po ##mi to open the scoring in the third minute with a straightforward penalty .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 4), ('ATHLETE', 13, 16)]"
1544,ireland turned the ball over and manuel con ##te ##po ##mi broke through an un ##st ##ructured defence before feeding his midfield partner ara ##mb ##uru to sprint in under the posts .,O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,"[('ATHLETE', 6, 10)]","[('ATHLETE', 6, 10), ('ATHLETE', 23, 25)]"
1545,o ' ga ##ra finally got ireland on the board with a dropped goal in the ninth minute only for con ##te ##po ##mi to rifle over his second penalty two minutes later .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O,[],"[('ATHLETE', 0, 3), ('ATHLETE', 20, 23)]"
1547,"o ' ga ##ra managed to land his second penalty in the 36th minute , but once again con ##te ##po ##mi replied in kind four minutes into first - half injury time .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O,[],"[('ATHLETE', 0, 3), ('ATHLETE', 18, 21)]"
1549,"o ' ga ##ra rifle ##d over another penalty in the 45th minute , but con ##te ##po ##mi matched it three minutes later .",O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O,[],"[('ATHLETE', 0, 3), ('ATHLETE', 15, 18)]"
1551,ireland had to rely on o ' ga ##ra ' s boot to keep in touch rather than any con ##tri ##ved running plays .,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 5, 8)]"
1554,o ' ga ##ra made no mistake as he rifle ##d over his fifth penalty to set up a tense final few minutes .,O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 0, 3)]"
1555,"but ireland showed great composure to get themselves into a position to allow o ' ga ##ra to thump over a massive drop goal to complete a tremendous , if fort ##uit ##ous , comeback .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O,[],"[('ATHLETE', 13, 16)]"
1557,"javier sol ##ana , eu foreign policy chief , says phone - tap evidence works in the courts of other european countries .",B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 0, 2)]","[('PUBLIC-FIGURE', 0, 0), ('POLITICIAN', 1, 2)]"
1560,"mr sol ##ana told itv ##1 ' s jonathan dim ##ble ##by programme : "" [ phone - tap evidence in court ] works , it is normal that it is done , it would be naive not to do it . """,O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('AUTHOR-WRITER', 8, 11)]","[('PUBLIC-FIGURE', 1, 2), ('PUBLIC-FIGURE', 8, 11)]"
1562,"mr sol ##ana ' s comments come the day after sir ian blair , the newly - appointed metropolitan police commissioner , said he was in favour of phone - tap evidence .",O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 10, 12)]","[('PUBLIC-FIGURE', 1, 2), ('POLITICIAN', 11, 12)]"
1569,but mr clarke has been forced to change the regime of detention without trial after law lords ruled it illegal .,O O O O O O O O O O O O O O O O O O O O O,O O B-POLITICIAN O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 2, 2)]"
1572,"while accepting that people "" have to be prepared "" for a possible terrorist attack , mr sol ##ana said he had "" qu ##al ##ms "" about the home secretary ' s new plans . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE B-POLITICIAN O O O O O O O O O O O O O O O O O O,[],"[('PUBLIC-FIGURE', 17, 17), ('POLITICIAN', 18, 18)]"
1574,"brown targets o ##ap ##s and home ##bu ##yer ##s gordon brown has doubled the level at which house buyers pay stamp duty to £1 ##20 , 000 as he put the economy at the heart of labour ' s election campaign .",O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 10, 11)]","[('POLITICIAN', 0, 0), ('POLITICIAN', 10, 11)]"
1576,"mr brown put 1 ##p a pin ##t on beer , 4 ##p on a bottle of wine and 7 ##p on 20 cigarettes but froze petrol duty until september .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1580,""" this government and this chancellor have run out of solutions to the problems britain faces , "" mr howard told mps . """,O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O,[],"[('POLITICIAN', 19, 19)]"
1583,"liberal democrat leader charles kennedy attacked mr brown for failing to mention the environment and for his record on social justice . """,O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,O O O B-POLITICIAN I-POLITICIAN O O B-POLITICIAN O O O O O O O O O O O O O O O,"[('POLITICIAN', 3, 4)]","[('POLITICIAN', 3, 4), ('POLITICIAN', 7, 7)]"
1585,"mr kennedy criticised mr brown for failing to mention the "" ticking bomb "" of council tax rev ##al ##uation , saying it was "" high time "" the system was replaced by a "" local tax based on the ability to pay "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1), ('POLITICIAN', 4, 4)]"
1586,during his 49 minute speech mr brown told mps he had def ##ied the pun ##dit ##s by hitting his growth target of 3 . 1 % for 2004 .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 6, 6)]"
1591,mr brown told mps child benefit would rise to a maximum of £ ##6 ##3 a week for the first child and £1 ##11 for two children .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1592,"despite his give ##away ##s , budget documents show mr brown clawed back £2 ##65 ##m through a cl ##amp ##down on tax avoidance and increased revenue from a wind ##fall tax on oil companies .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 10, 10)]"
1595,"but trust in mr brown ' s economic steward ##ship would be a central election issue , he said .",O O O O O O O O O O O O O O O O O O O O,O O O O B-POLITICIAN O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 4, 4)]"
1596,"mr brown also unveiled plans for a memorial to the queen mother , funded through a special coin to celebrate the queen ' s 80 ##th birthday .",O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O B-PUBLIC-FIGURE O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 10, 11), ('PUBLIC-FIGURE', 21, 21)]","[('POLITICIAN', 1, 1)]"
1599,"mr brown said he had met his financial "" golden rule "" with a £ ##6 ##bn surplus and he said public borrowing would continue to fall over the next five years .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1601,"the first £2 ##bn of value - for - money savings identified in the ge ##rs ##hon review have been achieved , the chancellor said .",O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O,"[('PUBLIC-FIGURE', 14, 16)]",[]
1603,"s ##np leader alex salmon ##d said mr brown had failed the "" tar ##tan test "" as there were no measures to boost the scottish economy .",O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O,"[('POLITICIAN', 3, 5)]","[('POLITICIAN', 3, 5), ('POLITICIAN', 8, 8)]"
1606,"the green party said the budget was a "" wasted opportunity "" for environmental protection , adding : "" brown obviously has an eye on the coming election , and has taken his eye off the needs of the planet . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 19, 19)]"
1612,a marsh spoke ##sw ##oman said mr be ##wl ##ay was no longer with the company .,O O O O O O O O O O O O O O O O O,O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,[],"[('BUSINESS-EXECUTIVE-MANAGER', 7, 9)]"
1613,mr spit ##zer ' s investigation of the us insurance industry looked at whether companies rigged bids and fixed prices .,O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 2)]"
1614,"last month marsh agreed to pay $ 850 ##m ( £ ##41 ##5 ##m ) to settle a lawsuit filed by mr spit ##zer , but under the settlement it "" neither admits nor denies the allegations "" .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 22, 23)]"
1619,"mr leslie said : "" the prime minister should be able to appoint the best person for the job whether they sit in the house of lords or the house of commons . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
1621,in december the lords rejected a plea by current lord chancellor lord falcon ##er that the holder of the job should not necessarily be a lawyer or a peer .,O O O O O O O O O O O B-POLITICIAN I-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O,O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O O O O O O O O,"[('POLITICIAN', 11, 13)]","[('POLITICIAN', 12, 13)]"
1624,mr leslie said it was irrelevant whether the post was called secretary of state for constitutional affairs or lord chancellor .,O O O O O O O O O O O O O O O O O O O O O,O B-POLITICIAN O O O O O O O O O O O O O O O O O O O,[],"[('POLITICIAN', 1, 1)]"
