sub_category,sentence,ner_entities
Rugby,He becomes the 117th captain of England since Fred Stokes held the position in 1871.,"[{""text"": "" Fred Stokes"", ""label"": ""PERSON""}]"
Tennis,"Henin-Hardenne beaten on comeback

Justine Henin-Hardenne lost to Elena Dementieva in a comeback exhibition match in Belgium on Sunday for her second defeat in two days.","[{""text"": "" Henin-Hardenne"", ""label"": ""PERSON""}, {""text"": ""Justine Henin-Hardenne"", ""label"": ""PERSON""}, {""text"": "" Elena Dementieva"", ""label"": ""PERSON""}]"
Tennis,"Henin-Hardenne was speaking after a 6-2 5-7 6-2 loss to world number six Dementieva in Charleroi, Belgium, on Sunday.","[{""text"": "" Henin-Hardenne"", ""label"": ""PERSON""}, {""text"": "" Dementieva"", ""label"": ""PERSON""}]"
Tennis,"The previous day, the Olympic champion went down 6-2 7-5 to France's Nathalie Dechy.","[{""text"": "" Nathalie Dechy"", ""label"": ""PERSON""}]"
Tennis,Henin-Hardenne slid down the world rankings in the second half of 2004 after contracting the illness in April.,"[{""text"": "" Henin-Hardenne"", ""label"": ""PERSON""}]"
Politics,"Labour targets 'hardcore truants'

A fresh crackdown on persistent truants in England has been launched by Education Secretary Ruth Kelly.","[{""text"": "" Ruth Kelly"", ""label"": ""PERSON""}]"
Cinema,"Spider-Man creator wins profits

Spider-Man creator Stan Lee is to get a multi-million dollar windfall after winning a court battle with comic book company Marvel.","[{""text"": "" Stan Lee"", ""label"": ""PERSON""}]"
Cinema,A judge has upheld Lee's demand for 10% of Marvel's profits from the hugely successful Spider-Man films.,"[{""text"": "" Lee"", ""label"": ""PERSON""}]"
Cinema,"Of the cut now due to Lee, 82, who created Spider-Man in 1962, his lawyer said: ""It could be tens of millions of dollars, that's no exaggeration.""","[{""text"": "" Lee"", ""label"": ""PERSON""}, {""text"": "" Spider-Man"", ""label"": ""PERSON""}]"
Cinema,US District Court Judge Robert W Sweet ruled Lee should get a tenth of profits generated since November 1998 by Marvel TV and movie productions involving the company's characters.,"[{""text"": "" Robert W Sweet"", ""label"": ""PERSON""}, {""text"": "" Lee"", ""label"": ""PERSON""}]"
Cinema,"Lee took legal action in 2002, saying Marvel shut him out of ""jackpot"" profits from the first blockbuster film.","[{""text"": "" Lee"", ""label"": ""PERSON""}]"
Cinema,"As well as Spider-Man, Lee co-created the Incredible Hulk, X-Men, Daredevil and Fantastic Four characters.","[{""text"": "" Spider-Man"", ""label"": ""PERSON""}, {""text"": "" Lee"", ""label"": ""PERSON""}, {""text"": "" Incredible Hulk"", ""label"": ""PERSON""}, {""text"": "" Daredevil"", ""label"": ""PERSON""}]"
Cinema,"The New York court did not rule on Lee's claims to a share of profits from some Spider-Man and Hulk movie merchandise, which will be decided at a future trial, Marvel said.","[{""text"": "" Lee"", ""label"": ""PERSON""}, {""text"": ""Man"", ""label"": ""PERSON""}, {""text"": "" Hulk"", ""label"": ""PERSON""}]"
Tech,"Paul Arling, UEI chief, said consumers face real problems when trying to get at all the files they own that are typically spread across several different devices.","[{""text"": "" Paul Arling"", ""label"": ""PERSON""}]"
Tech,"We found that kids love playing in surround sound,"" said Jay LeBoff from Hotseat. ""","[{""text"": "" Jay LeBoff"", ""label"": ""PERSON""}]"
Politics,"Anil Ambani, vice-chairman of India Petrochemicals Limited (IPCL), stayed away from a gathering of senior managers on Thursday.","[{""text"": "" Anil Ambani"", ""label"": ""PERSON""}]"
Politics,The move follows a decision earlier this month by Anil - the younger brother of Reliance Group president Mukesh Ambani - to resign from his post.,"[{""text"": "" Anil"", ""label"": ""PERSON""}, {""text"": "" Mukesh Ambani"", ""label"": ""PERSON""}]"
Politics,It is understood that the board also considered Anil's resignation and asked him to reconsider his decision.,"[{""text"": "" Anil"", ""label"": ""PERSON""}]"
Politics,"However, Anil's demand that Anand Jain - another IPCL board member accused by Anil of creating a rift in the Ambani family - be thrown out, was not met.","[{""text"": "" Anil"", ""label"": ""PERSON""}, {""text"": "" Anand Jain"", ""label"": ""PERSON""}, {""text"": "" Anil"", ""label"": ""PERSON""}, {""text"": "" Ambani"", ""label"": ""PERSON""}]"
Politics,"Anil has accused Anand Jain, a confidant of his brother Mukesh, of playing a negative role in the Ambani family, and being responsible for the trouble between the brothers.","[{""text"": "" Anil"", ""label"": ""PERSON""}, {""text"": "" Anand Jain"", ""label"": ""PERSON""}, {""text"": "" Mukesh"", ""label"": ""PERSON""}, {""text"": "" Ambani"", ""label"": ""PERSON""}]"
Politics,"On Wednesday, the board of Reliance Energy, another Reliance Group company, reaffirmed its faith in Anil, who is the company's chief.","[{""text"": "" Anil"", ""label"": ""PERSON""}]"
Politics,"Mukesh is the company's chairman and Anil its deputy, and it is expected that both brothers will come face to face in the meeting.","[{""text"": "" Mukesh"", ""label"": ""PERSON""}, {""text"": "" Anil"", ""label"": ""PERSON""}]"
Politics,"The Ambani family controls 48% of the group, which is worth $17bn (£9.1bn; 745bn Indian rupees).","[{""text"": "" Ambani"", ""label"": ""PERSON""}]"
Politics,"It was founded by their father, Dhiru Bhai Ambani, who died two years ago.","[{""text"": "" Dhiru Bhai Ambani"", ""label"": ""PERSON""}]"
Tennis,"Capriati to miss Melbourne

Jennifer Capriati has become the third leading lady to withdraw from the Australian Open because of injury.","[{""text"": "" Capriati"", ""label"": ""PERSON""}, {""text"": ""Jennifer Capriati"", ""label"": ""PERSON""}]"
Tennis,"It comes as a blow to the women's draw as last year's champion, Justin Henin-Hardenne, and runner-up, Kim Clijsters, will also be absent.","[{""text"": "" Justin Henin-Hardenne"", ""label"": ""PERSON""}, {""text"": "" Kim Clijsters"", ""label"": ""PERSON""}]"
Tennis,Capriati is a two-time champion in Melbourne with wins in 2001 and 2002.,"[{""text"": "" Capriati"", ""label"": ""PERSON""}]"
Tennis,She is believed to have picked up the injury at the Advanta Championships at Philadelphia in November and had to pull out of an exhibition match with Wimbledon champion Maria Sharapova on 17 December.,"[{""text"": "" Maria Sharapova"", ""label"": ""PERSON""}]"
Tennis,"Capriati also decided against competing in the Australian Open warm-up event, the Sydney International.","[{""text"": "" Capriati"", ""label"": ""PERSON""}]"
Athletics,"Isinbayeva heads for Birmingham

Olympic pole vault champion Yelena Isinbayeva has confirmed she will take part in the 2005 Norwich Union Grand Prix in Birmingham on 18 February.","[{""text"": "" Isinbayeva"", ""label"": ""PERSON""}, {""text"": "" Yelena Isinbayeva"", ""label"": ""PERSON""}]"
Athletics,"I always seem to break records there,"" said Isinbayeva. ""","[{""text"": "" Isinbayeva"", ""label"": ""PERSON""}]"
Athletics,Kelly Holmes and Carolina Kluft are among other Athens winners competing.,"[{""text"": "" Kelly Holmes"", ""label"": ""PERSON""}, {""text"": "" Carolina Kluft"", ""label"": ""PERSON""}]"
Athletics,"The organisers are hoping that Isinbayeva's main rival, fellow Russian Svetlana Feofanova, will also take part in the event.","[{""text"": "" Isinbayeva"", ""label"": ""PERSON""}, {""text"": "" Svetlana Feofanova"", ""label"": ""PERSON""}]"
Athletics,The pair had a thrilling battle in Athens which ended with Isinbayeva finally jumping a world record of 4.91m to claim the gold medal.,"[{""text"": "" Isinbayeva"", ""label"": ""PERSON""}]"
Athletics,"Isinbayeva, 22, has set 10 world records in the pole vault, three of which have come on British soil.","[{""text"": "" Isinbayeva"", ""label"": ""PERSON""}]"
Football,"Mourinho defiant on Chelsea form

Chelsea boss Jose Mourinho has insisted that Sir Alex Ferguson and Arsene Wenger would swap places with him.","[{""text"": "" Mourinho"", ""label"": ""PERSON""}, {""text"": "" Jose Mourinho"", ""label"": ""PERSON""}, {""text"": "" Sir Alex Ferguson"", ""label"": ""PERSON""}, {""text"": "" Arsene Wenger"", ""label"": ""PERSON""}]"
Football,Mourinho's side were knocked out of the FA Cup by Newcastle last Sunday before seeing Barcelona secure a 2-1 Champions League first-leg lead in the Nou Camp.,"[{""text"": "" Mourinho"", ""label"": ""PERSON""}]"
Football,"They cannot speak to us about blips because they're not in a better position than us,"" Mourinho said. ""","[{""text"": "" Mourinho"", ""label"": ""PERSON""}]"
Football,"Mourinho said it was important to keep his team's results in perspective. ""","[{""text"": "" Mourinho"", ""label"": ""PERSON""}]"
Football,"Asked if his Chelsea honeymoon was now over, Mourinho replied: ""I have had 20 years of honeymoons with my wife. ""","[{""text"": "" Mourinho"", ""label"": ""PERSON""}]"
Tech,"We have seen these hoaxes for several Christmases already, and personally I prefer traditional pen and paper cards, and we recommend this to all our clients too,"" said Mikko Hypponen, who heads F-Secure's anti-virus team.","[{""text"": "" Mikko Hypponen"", ""label"": ""PERSON""}]"
Football,"Strachan turns down Pompey

Former Southampton manager Gordon Strachan has rejected the chance to become Portsmouth's new boss.","[{""text"": "" Strachan"", ""label"": ""PERSON""}, {""text"": "" Gordon Strachan"", ""label"": ""PERSON""}]"
Football,"The Scot was Pompey chairman Milan Mandaric's first choice to replace Harry Redknapp, who left Fratton Park for rivals Saints earlier in December. ""","[{""text"": "" Milan Mandaric"", ""label"": ""PERSON""}, {""text"": "" Harry Redknapp"", ""label"": ""PERSON""}]"
Football,"I think it's a fantastic job for anybody apart from somebody who has just been the Southampton manager,"" Strachan told the BBC.","[{""text"": "" Strachan"", ""label"": ""PERSON""}]"
Football,Club director Terry Brady held initial talks with Strachan on Saturday.,"[{""text"": "" Terry Brady"", ""label"": ""PERSON""}, {""text"": "" Strachan"", ""label"": ""PERSON""}]"
Football,"Since Redknapp's departure, executive director Velimir Zajec and coach Joe Jordan have overseen first-team affairs.","[{""text"": "" Redknapp"", ""label"": ""PERSON""}, {""text"": "" Velimir Zajec"", ""label"": ""PERSON""}, {""text"": "" Joe Jordan"", ""label"": ""PERSON""}]"
Football,"Strachan left St Mary's in February, after earlier announcing his intention to take a break from the game at the end of the 2003-04 season.","[{""text"": "" Strachan"", ""label"": ""PERSON""}]"
Theatre,"The sequel to the Ben Stiller comedy Meet The Parents stars Robert De Niro, Dustin Hoffman and Barbra Streisand.","[{""text"": "" Ben Stiller"", ""label"": ""PERSON""}, {""text"": "" Robert De Niro"", ""label"": ""PERSON""}, {""text"": "" Dustin Hoffman"", ""label"": ""PERSON""}, {""text"": "" Barbra Streisand"", ""label"": ""PERSON""}]"
Theatre,"The success of Meet the Fockers could help produce record box office revenue for 2004, said Paul Dergarabedian, president of the industry's tracker Exhibitor Relations. ""","[{""text"": "" Paul Dergarabedian"", ""label"": ""PERSON""}]"
Theatre,"We've had a much stronger than anticipated final week of the year that helped the industry end on a high note,"" said Mr Dergarabedian.","[{""text"": "" Dergarabedian"", ""label"": ""PERSON""}]"
Theatre,"But there were no major releases last week to provide competition to Meet the Fockers or Lemony Snicket's A Series of Unfortunate Events, which finished in second place with $14.7m (£7.7m).","[{""text"": "" Lemony Snicket"", ""label"": ""PERSON""}]"
Theatre,"The Aviator, starring Leonardo DiCaprio as Howard Hughes, ended up in third position after taking $11.2m (£5.9m).","[{""text"": "" Leonardo DiCaprio"", ""label"": ""PERSON""}, {""text"": "" Howard Hughes"", ""label"": ""PERSON""}]"
Theatre,Comedy Fat Albert - co-written by Bill Cosby - moved down the chart to fourth place after taking $10.7m (£5.6m).,"[{""text"": "" Fat Albert"", ""label"": ""PERSON""}, {""text"": "" Bill Cosby"", ""label"": ""PERSON""}]"
Tech,"Ard Jan Vetham, Capgemini's principal consultant on RFID, said the survey showed that retailers needed to inform and educate people about RFID before it would become accepted technology. ""","[{""text"": "" Ard Jan Vetham"", ""label"": ""PERSON""}]"
Tech,Mr Vetham said the majority of people surveyed (52%) believed that RFID tags could be read from a distance.,"[{""text"": "" Vetham"", ""label"": ""PERSON""}]"
TV & Radio,The pressure is on coach Andy Robinson and his side have to deliver.,"[{""text"": "" Andy Robinson"", ""label"": ""PERSON""}]"
TV & Radio,"Despite England's dramatic dip in form since the World Cup final - they have lost eight of their last 13 matches - Ireland coach Eddie O'Sullivan says his side should not underestimate the visitors. ""","[{""text"": "" Eddie O'Sullivan"", ""label"": ""PERSON""}]"
TV & Radio,"Ireland, despite having Gordon D'Arcy still out injured, have been boosted by the return of star skipper Brian O'Driscoll who missed the Scotland game with a hamstring injury. ""","[{""text"": "" Gordon D'Arcy"", ""label"": ""PERSON""}, {""text"": "" Brian O'Driscoll"", ""label"": ""PERSON""}]"
TV & Radio,"As well as entering the tournament without players like Jonny Wilkinson, Mike Tindall and Richard Hill, England have now lost two tighthead props in Julian White and Phil Vickery while blind-side flanker Lewis Moody is a major concern.","[{""text"": "" Jonny Wilkinson"", ""label"": ""PERSON""}, {""text"": "" Mike Tindall"", ""label"": ""PERSON""}, {""text"": "" Richard Hill"", ""label"": ""PERSON""}, {""text"": "" Julian White"", ""label"": ""PERSON""}, {""text"": "" Phil Vickery"", ""label"": ""PERSON""}, {""text"": "" Lewis Moody"", ""label"": ""PERSON""}]"
TV & Radio,"Robinson, who received a lot of flak for the inclusion and then dropping of centre Mathew Tait, has kept faith with kicking fly-half Charlie Hodgson despite his horror show at Twickenham.","[{""text"": "" Robinson"", ""label"": ""PERSON""}, {""text"": "" Mathew Tait"", ""label"": ""PERSON""}, {""text"": "" Charlie Hodgson"", ""label"": ""PERSON""}]"
TV & Radio,"But Robinson was bullish during the week about the game, saying that his side ""are going there to get in their faces"", and has identified the line-out and tackle area as the key to England's chances.","[{""text"": "" Robinson"", ""label"": ""PERSON""}]"
TV & Radio,"And despite the recent results, skipper Jason Robinson believes there is nothing wrong with the mood in the camp. ""","[{""text"": "" Jason Robinson"", ""label"": ""PERSON""}]"
TV & Radio,"G Murphy; G Dempsey, B O'Driscoll, S Horgan, D Hickie; R O'Gara, P Stringer; R Corrigan, S Byrne, J Hayes; M O'Kelly, P O'Connell; S Easterby, J O'Connor, A Foley.","[{""text"": "" G Murphy"", ""label"": ""PERSON""}, {""text"": "" G Dempsey"", ""label"": ""PERSON""}, {""text"": "" B O'Driscoll"", ""label"": ""PERSON""}, {""text"": "" S Horgan"", ""label"": ""PERSON""}, {""text"": "" D Hickie"", ""label"": ""PERSON""}, {""text"": "" R O'Gara"", ""label"": ""PERSON""}, {""text"": "" P Stringer"", ""label"": ""PERSON""}, {""text"": "" R Corrigan"", ""label"": ""PERSON""}, {""text"": "" S Byrne"", ""label"": ""PERSON""}, {""text"": "" J Hayes"", ""label"": ""PERSON""}, {""text"": "" M O'Kelly"", ""label"": ""PERSON""}, {""text"": "" P O'Connell"", ""label"": ""PERSON""}, {""text"": "" S Easterby"", ""label"": ""PERSON""}, {""text"": "" J O'Connor"", ""label"": ""PERSON""}, {""text"": "" A Foley."", ""label"": ""PERSON""}]"
TV & Radio,"F Sheahan, M Horan, D O'Callaghan, E Miller, G Easterby, D Humphreys, K Maggs.","[{""text"": "" F Sheahan"", ""label"": ""PERSON""}, {""text"": "" M Horan"", ""label"": ""PERSON""}, {""text"": "" D O'Callaghan"", ""label"": ""PERSON""}, {""text"": "" E Miller"", ""label"": ""PERSON""}, {""text"": "" G Easterby"", ""label"": ""PERSON""}, {""text"": "" D Humphreys"", ""label"": ""PERSON""}, {""text"": "" K Maggs."", ""label"": ""PERSON""}]"
TV & Radio,"J Robinson (capt); M Cueto, J Noon, O Barkley, J Lewsey; C Hodgson, H Ellis; G Rowntree, S Thompson, M Stevens; D Grewcock, B Kay; J Worsley, L Moody, M Corry.","[{""text"": "" J Robinson"", ""label"": ""PERSON""}, {""text"": "" M Cueto"", ""label"": ""PERSON""}, {""text"": "" J Noon"", ""label"": ""PERSON""}, {""text"": "" O Barkley"", ""label"": ""PERSON""}, {""text"": "" J Lewsey"", ""label"": ""PERSON""}, {""text"": "" C Hodgson"", ""label"": ""PERSON""}, {""text"": "" H Ellis"", ""label"": ""PERSON""}, {""text"": "" G Rowntree"", ""label"": ""PERSON""}, {""text"": "" S Thompson"", ""label"": ""PERSON""}, {""text"": "" M Stevens"", ""label"": ""PERSON""}, {""text"": "" D Grewcock"", ""label"": ""PERSON""}, {""text"": "" B Kay"", ""label"": ""PERSON""}, {""text"": "" J Worsley"", ""label"": ""PERSON""}, {""text"": "" L Moody"", ""label"": ""PERSON""}, {""text"": "" M Corry."", ""label"": ""PERSON""}]"
TV & Radio,"A Titterrell, D Bell, S Borthwick, A Hazell, M Dawson, A Goode, O Smith.","[{""text"": "" A Titterrell"", ""label"": ""PERSON""}, {""text"": "" D Bell"", ""label"": ""PERSON""}, {""text"": "" S Borthwick"", ""label"": ""PERSON""}, {""text"": "" A Hazell"", ""label"": ""PERSON""}, {""text"": "" M Dawson"", ""label"": ""PERSON""}, {""text"": "" A Goode"", ""label"": ""PERSON""}, {""text"": "" O Smith."", ""label"": ""PERSON""}]"
Rugby,"Vickery upbeat about arm injury

England prop Phil Vickery is staying positive despite a broken arm ruling him out of the RBS Six Nations.","[{""text"": "" Vickery"", ""label"": ""PERSON""}, {""text"": "" Phil Vickery"", ""label"": ""PERSON""}]"
Rugby,"After the game, Vickery spoke with Bath prop David Barnes, who also broke his arm recently. ""","[{""text"": "" Vickery"", ""label"": ""PERSON""}, {""text"": "" David Barnes"", ""label"": ""PERSON""}]"
Rugby,"I had a chat with David Barnes and it looks like a similar injury to him,"" he said. ""","[{""text"": "" David Barnes"", ""label"": ""PERSON""}]"
Rugby,"Gloucester director of rugby Nigel Melville said: ""Phil has broken his radius, which is the large bone in his forearm. ""","[{""text"": "" Nigel Melville"", ""label"": ""PERSON""}, {""text"": ""Phil"", ""label"": ""PERSON""}]"
Rugby,"I don't really know how it happened, but Phil will definitely be out of action for at least six weeks. ""","[{""text"": "" Phil"", ""label"": ""PERSON""}]"
Politics,"The files are believed to contain detailed security arrangements for Gen Pervez Musharraf's visit this week, including police codes.","[{""text"": "" Pervez Musharraf"", ""label"": ""PERSON""}]"
Politics,"A spokesman said President Musharraf's safety had not been compromised, as the papers had been handed in promptly. ""","[{""text"": "" Musharraf"", ""label"": ""PERSON""}]"
Politics,Gen Musharraf held talks with Tony Blair on Monday.,"[{""text"": "" Musharraf"", ""label"": ""PERSON""}, {""text"": "" Tony Blair"", ""label"": ""PERSON""}]"
Politics,"He arrived in Britain on Sunday night after flying from the United States, where he met President George W Bush.","[{""text"": "" George W Bush"", ""label"": ""PERSON""}]"
Cinema,"Levy takes Whitbread novel prize

Orange Prize winner Andrea Levy has seen her book Small Island win the Whitbread Novel of the Year Award.","[{""text"": "" Levy"", ""label"": ""PERSON""}, {""text"": "" Andrea Levy"", ""label"": ""PERSON""}]"
Cinema,She is now favourite to win the overall prize after beating Booker winner Alan Hollinghurst's The Line of Beauty.,"[{""text"": "" Alan Hollinghurst"", ""label"": ""PERSON""}]"
Cinema,Geraldine McCaughrean has picked up the children's fiction award for the third time for Not the End of the World.,"[{""text"": "" Geraldine McCaughrean"", ""label"": ""PERSON""}]"
Cinema,"A panel of judges including Sir Trevor McDonald, actor Hugh Grant and writer Joanne Harris will meet up on 25 January to decide the overall winner, with the announcement being made later that evening.","[{""text"": "" Trevor McDonald"", ""label"": ""PERSON""}, {""text"": "" Hugh Grant"", ""label"": ""PERSON""}, {""text"": "" Joanne Harris"", ""label"": ""PERSON""}]"
Cinema,Bookmaker William Hill has placed London-based Levy's novel as the 6/4 favourite to win.,"[{""text"": "" Levy"", ""label"": ""PERSON""}]"
Cinema,"Small Island, Levy's fourth novel, is set in post-war England and centres on a landlady and her lodgers.","[{""text"": "" Levy"", ""label"": ""PERSON""}]"
Cinema,One is a Jamaican who joined British troops to fight Hitler but finds life difficult out of uniform when he settles in London.,"[{""text"": "" Hitler"", ""label"": ""PERSON""}]"
Cinema,"The judges, who included authors Jenny Colgan and Amanda Craig, were full of praise for her writing. ""","[{""text"": "" Jenny Colgan"", ""label"": ""PERSON""}, {""text"": "" Amanda Craig"", ""label"": ""PERSON""}]"
Cinema,"The first novel section was won by Susan Fletcher for Eve Green, beating the favourite Jonathan Strange and Mr Norrell by Susanna Clarke.","[{""text"": "" Susan Fletcher"", ""label"": ""PERSON""}, {""text"": "" Jonathan Strange"", ""label"": ""PERSON""}, {""text"": "" Mr Norrell"", ""label"": ""PERSON""}, {""text"": "" Susanna Clarke"", ""label"": ""PERSON""}]"
Cinema,Fletcher has recently graduated from graduated from the University of East Anglia creative writing course.,"[{""text"": "" Fletcher"", ""label"": ""PERSON""}]"
Cinema,"Waterstone's fiction writer buyer Suzie Doore said: ""It is great to see Susan Fletcher win in the first novel category.","[{""text"": "" Suzie Doore"", ""label"": ""PERSON""}, {""text"": "" Susan Fletcher"", ""label"": ""PERSON""}]"
Cinema,"As a relatively unknown author this award will give her exposure to a wider and mass audience that she may not have reached and is a perfect example of the influence of the Whitbread. ""","[{""text"": "" Whitbread"", ""label"": ""PERSON""}]"
Cinema,In the biography category it was John Guy's The Life of Mary Queen of Scots that was picked as winner.,"[{""text"": "" John Guy"", ""label"": ""PERSON""}, {""text"": "" Mary Queen of Scots"", ""label"": ""PERSON""}]"
Cinema,"Guy has published many histories, including Tudor England.","[{""text"": "" Guy"", ""label"": ""PERSON""}]"
Cinema,Michael Symmons Roberts' fourth collection of poems scooped the poetry award.,"[{""text"": "" Michael Symmons Roberts"", ""label"": ""PERSON""}]"
Cinema,"As well as writing poetry, Symmons Roberts also makes documentary films.","[{""text"": "" Symmons Roberts"", ""label"": ""PERSON""}]"
Cinema,"Children's winner McCaughrean, who went into magazine publishing after studying teaching, previously won the Whitbread Prize in 1987 with A Little Lower than Angels and in 1994 with Gold Dust.","[{""text"": "" McCaughrean"", ""label"": ""PERSON""}]"
Music,"No jail for singer Courtney Love

Singer Courtney Love has been spared jail for assault and drug offences, but must serve three years probation.","[{""text"": "" Courtney Love"", ""label"": ""PERSON""}, {""text"": "" Courtney Love"", ""label"": ""PERSON""}]"
Music,"In the second, Ms Love, 40, pleaded guilty to possessing a forged prescription and painkiller oxycodone.","[{""text"": "" Love"", ""label"": ""PERSON""}]"
Music,"The ex-Hole singer's lawyer Howard Weitzman said Ms Love had ""turned her life around"" and she was ""clean and sober"".","[{""text"": "" Howard Weitzman"", ""label"": ""PERSON""}, {""text"": "" Love"", ""label"": ""PERSON""}]"
Music,"The assault charge stemmed from April 2004, when Ms Love found musician Kristin King in her boyfriend's home.","[{""text"": "" Love"", ""label"": ""PERSON""}, {""text"": "" Kristin King"", ""label"": ""PERSON""}]"
Music,"Ms King said the singer ""threw the bottle at the left side of my face"" in an ""angry, vicious and erratic"" attack.","[{""text"": "" King"", ""label"": ""PERSON""}]"
Music,"Ms Love was originally charged with the more serious offence of assault with a deadly weapon, but that was reduced to assault.","[{""text"": "" Love"", ""label"": ""PERSON""}]"
Music,"Judge Rand Rubin said she must:

- Spend three years on probation 
 - Have one year's anger management counselling 
 - Have one year's drug rehabilitation 
 - Do 100 hours community service 
 - Pay $1,000 (£535) fine 
 - Have random drug tests 
 - Go to three Narcotics Anonymous meetings per week

In the drugs case, she was sentenced to 18 months probation, to run concurrently with the probation for the assault.","[{""text"": "" Rand Rubin"", ""label"": ""PERSON""}]"
Music,"In a separate case relating to the same incident, Ms Love was sentenced to 18 months in drug rehabilitation for being under the influence of cocaine and opiates.","[{""text"": "" Love"", ""label"": ""PERSON""}]"
Music,"Last month her lawyers said she had won back custody of Frances Bean, her 12-year-old daughter with former Nirvana frontman Kurt Cobain.","[{""text"": "" Frances Bean"", ""label"": ""PERSON""}, {""text"": "" Kurt Cobain"", ""label"": ""PERSON""}]"
Music,Cobain committed suicide in 1994.,"[{""text"": "" Cobain"", ""label"": ""PERSON""}]"
Football,"Real in talks over Gravesen move

Real Madrid are closing in on a £2m deal for Everton's Thomas Gravesen after the Dane's agent travelled to Spain to hold talks about a move.","[{""text"": "" Gravesen"", ""label"": ""PERSON""}, {""text"": "" Thomas Gravesen"", ""label"": ""PERSON""}]"
Football,"John Sivabaek told BBC Sport: ""I'm here to listen to what Real have to say.","[{""text"": "" John Sivabaek"", ""label"": ""PERSON""}]"
Football,"Sivabaek added: ""I will be meeting Real on Wednesday.","[{""text"": "" Sivabaek"", ""label"": ""PERSON""}]"
Football,Manager David Moyes has defiantly claimed that he expects Gravesen to still be at Everton when the transfer window closes at the end of January.,"[{""text"": "" David Moyes"", ""label"": ""PERSON""}, {""text"": "" Gravesen"", ""label"": ""PERSON""}]"
Football,"Moyes said: ""I speak to Tommy regularly and we know where we are at. ""","[{""text"": "" Moyes"", ""label"": ""PERSON""}, {""text"": "" Tommy"", ""label"": ""PERSON""}]"
Football,"Real Madrid general manager Arrigo Sacchi is the driving force behind the move, convincing vice-president Emilio Butragueno and new coach Wanderley Luxemburgo that Gravesen is the right man for the Bernabeu.","[{""text"": "" Arrigo Sacchi"", ""label"": ""PERSON""}, {""text"": "" Emilio Butragueno"", ""label"": ""PERSON""}, {""text"": "" Wanderley Luxemburgo"", ""label"": ""PERSON""}, {""text"": "" Gravesen"", ""label"": ""PERSON""}]"
Football,Gravesen has been outstanding as Everton have established themselves in the Premiership's top four this season.,"[{""text"": "" Gravesen"", ""label"": ""PERSON""}]"
Company News,"This is a great opportunity for users to confirm the authenticity of Windows XP software whilst helping gather vital information about illegal traders"", said Alex Hilton, licence compliance manager at Microsoft.","[{""text"": "" Alex Hilton"", ""label"": ""PERSON""}]"
Company News,"It is important that users ensure that they are legally licensed to avoid the risks of purchasing and using counterfeit products"", said David Frost, director general of the British Chambers of Commerce.","[{""text"": "" David Frost"", ""label"": ""PERSON""}]"
Politics,"Deputy High Court Judge Richard Mawrey, QC told the hearing at the Birmingham and Midlands Institute the case could have potentially serious consequences for any forthcoming General Election.","[{""text"": "" Richard Mawrey"", ""label"": ""PERSON""}]"
Politics,"The case against Muhammad Afzal, Mohammed Islam and Mohammed Kazi is being brought by local Liberal Democrat supporters.","[{""text"": "" Muhammad Afzal"", ""label"": ""PERSON""}, {""text"": "" Mohammed Islam"", ""label"": ""PERSON""}, {""text"": "" Mohammed Kazi"", ""label"": ""PERSON""}]"
Politics,"Ravi Sukul, counsel for the petitioners, accused the three men of being ""deeply involved"" in illegal practices.","[{""text"": "" Ravi Sukul"", ""label"": ""PERSON""}]"
Politics,"Mr Sukul said: ""When (the officers) arrived there, in the middle of the night, they saw a large room with a 10ft long table and six Asian men present. ""","[{""text"": "" Sukul"", ""label"": ""PERSON""}]"
Politics,"When the officers left, all the envelopes and papers were scattered,"" Mr Sukul said.","[{""text"": "" Sukul"", ""label"": ""PERSON""}]"
Politics,"Interrupting Mr Sukul in his opening, Mr Mawrey said: ""What you are saying is, these men were operating a vote-forging factory on an industrial estate.""","[{""text"": "" Sukul"", ""label"": ""PERSON""}, {""text"": "" Mawrey"", ""label"": ""PERSON""}]"
Politics,Mr Mawrey is due to deliver a judgment in their case once the Aston petition has been heard.,"[{""text"": "" Mawrey"", ""label"": ""PERSON""}]"
Politics,"Mr Afzal, Mr Islam and Mr Kazi deny conspiring to commit election fraud to deceive the returning officer.","[{""text"": "" Afzal"", ""label"": ""PERSON""}, {""text"": "" Islam"", ""label"": ""PERSON""}, {""text"": "" Kazi"", ""label"": ""PERSON""}]"
Football,"Redknapp poised for Saints

Southampton are set to unveil Harry Redknapp as their new manager at a news conference at 1500 GMT on Wednesday.","[{""text"": "" Redknapp"", ""label"": ""PERSON""}, {""text"": "" Harry Redknapp"", ""label"": ""PERSON""}]"
Football,"The former Portsmouth boss replaces Steve Wigley, who has been relieved of first-team duties after just one win in 14 league games in charge.","[{""text"": "" Steve Wigley"", ""label"": ""PERSON""}]"
Football,"Redknapp, 57, quit his Fratton Park position on 24 November and vowed: ""I will not go down the road - no chance.""","[{""text"": "" Redknapp"", ""label"": ""PERSON""}]"
Football,"Pompey coach Kevin Bond is poised to join Redknapp, who will be Saints' third boss of the season.","[{""text"": "" Kevin Bond"", ""label"": ""PERSON""}, {""text"": "" Redknapp"", ""label"": ""PERSON""}]"
Football,Redknapp's first game in charge will be at home to Middlesbrough on Saturday.,"[{""text"": "" Redknapp"", ""label"": ""PERSON""}]"
