sentence,true_tags,predicted_tags
"stuart abbott , jamie noon , ollie smith , ol ##ly bark ##ley and henry paul - who retains his place despite his early substitution against australia - are also in the mix .",O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O
"beat ##tie has mature ##d greatly as a player these past two seasons , "" robinson said .",O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O B-ATHLETE O O
"jonny wilkinson , tin ##dal ##l and martin co ##rry have all been included despite their una ##va ##ila ##bility for the opening two matches against wales and france .",B-ATHLETE I-ATHLETE O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
"cue ##to was selected for the november internationals despite not being part of the group , but scored four tries in three england appearances .",O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O
"leicester sc ##rum - half harry ellis has also been promoted from the senior national academy , and will contest the number nine jersey with dawson and gloucester ' s andy go ##mar ##sal ##l .",O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,B-ATHLETE O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
the players in robinson ' s elite squad can only play 32 matches for club and country .,O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE O O O O O O O O O O O O O O
"bal ##shaw , cohen , cue ##to , lew ##sey , robinson , simpson - daniel , vo ##yce , abbott , noon , paul , smith , tai ##t , tin ##dal ##l , bark ##ley , hodgson , king , wilkinson , dawson , ellis , go ##mar ##sal ##l .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-ATHLETE O B-PUBLIC-FIGURE O I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"chu ##ter , thompson , ti ##tter ##rell , row ##nt ##ree , sheridan , stevens , vic ##ker ##y , white , bo ##rth ##wick , brown , l deacon , grew ##cock , kay , shaw , beat ##tie , co ##rry , forrest ##er , hazel ##l , jones , moody , v ##y ##vy ##an , j wo ##rs ##ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN I-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER O O O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O
"abbott , bal ##shaw , bo ##rth ##wick , a brown , chu ##ter , cohen , co ##rry , cue ##to , dawson , ellis , flat ##man , go ##mar ##sal ##l , green ##ing , greenwood , grew ##cock , hazel ##l , hill , hodgson , kay , king , lew ##sey , moody , noon , paul , robinson , row ##nt ##ree , shaw , simpson - daniel , thompson , tin ##dal ##l , ti ##tter ##rell , vic ##ker ##y , v ##y ##vy ##an , white , wilkinson , j wo ##rs ##ley , m wo ##rs ##ley .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-AUTHOR-WRITER I-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"bark ##ley , beat ##tie , christopher ##s , l deacon , forrest ##er , c jones , palmer , rees , sheridan , skinner , smith , stevens , tai ##t , vo ##yce .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-ATHLETE O
"dow ##son , ha ##ught ##on , mon ##ye , ro ##ques , p sanders ##on .",O O O O O O O O O O O O O O O O O,B-POLITICIAN I-POLITICIAN O B-POLITICIAN I-POLITICIAN I-POLITICIAN O B-POLITICIAN I-POLITICIAN O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O B-POLITICIAN I-POLITICIAN I-POLITICIAN O
""" if the bandwidth is there then is ##ps will buy it , "" said jill finger , a research director at analyst firm id ##c .",O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O,O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O
"it has been losing market share and this could be one way of gaining some of that back , "" said ms finger .",O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O
wan ##ado ##o is set to trial an 8 ##mb ##ps service in the summer and also plans to roll out un ##bund ##led services - which means it takes over the network from bt - which will provide speeds of up to 15 ##mb ##ps .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"at this stage , we are only considering hosting the event by ourselves , "" said jr ##fu secretary ko ##ji to ##ku ##mas ##u . """,O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O,O O O O O O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-MUSICIAN I-MUSICIAN I-MUSICIAN I-MUSICIAN O O
japan faces stiff competition in the form of south africa and new zealand to host the event in seven years ' time .,O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O O O O O O
""" until now , the world cup has been held in countries from the six nations or tri - nations , "" said to ##ku ##mas ##u . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O
"we think , and the ir ##b thinks , that it is time for rugby to go global . """,O O O O O O O O O O O O O O O O O O O O,O O O O O I-ATHLETE I-ATHLETE O O O O O O O O O O O O O
"to ##ku ##mas ##u added that the 2002 football world cup , co - hosted by japan and south korea , had been a huge success . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O O O
hearts of oak 3 - 2 cot ##ons ##port hearts of oak set up an all ghanaian confederation cup final with a 3 - 2 win over cameroon ' s cot ##ons ##port ga ##rou ##a in acc ##ra on sunday .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O
"the win for hearts means they will play asa ##nte ko ##tok ##o in the two - leg final , after the ku ##mas ##i team qualified from group a on saturday .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O
hearts of oak started the game needing a win to qualify for the final while cot ##ons ##port only needed to avoid defeat to go through .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O
hearts looked set for a comfortable win but cot ##ons ##port staged a late fight back scoring twice late on .,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O
but it was too little too late for the cameroon ##ians and hearts held on to win the game and a place in the final .,O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O I-ATHLETE O O O O O O O O O O O O O O O
in the other group b game cameroon ' s sable bat ##ie took the lead in the 35th minute through ke ##mad ##jou before santos equal ##ised on the hour mark thanks to tho ##ko ##zan ##i x ##aba .,O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O,O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O
bernard ngo ##m put sable ahead just five minutes later and then ernest n ##for settled the game on 68 minutes .,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O
"bridge ##head software has come up with techniques to prove , to a legal standard , that any stored file on a pc has not been tam ##per ##ed with .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"some of the latest to update their search systems are ask je ##eves and blink ##x , which have both released a series of utilities that try to help people get more from the web . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O
"the future is all about developing your own personal web , "" said tony mack ##lin , spokesman for ask je ##eves .",O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O,O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O
"mr mack ##lin said that too often when people use a search engine it was like the first time they ever used it , because there was no memory of what they had searched for before . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"ask je ##eves has added the ability to "" save "" websites of interest so the next time a users visits the site they can search through the sites they have previously found .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
mr mack ##lin said many people wanted to save sites they had seen but did not want to add them to their book ##marks or favourites not least because such lists cannot be easily searched .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"on average , said mr mack ##lin , users conduct between five and 10 searches per day and the tools in my ask je ##eves should stop them having to do searches twice and get to what they want much more easily .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"under my ask je ##eves users can search the web or through the results they have already noted as interesting . """,O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O
"since blink ##x launched it has faced increased competition from firms such as google , cope ##rn ##ic , en ##fish , x ##1 and apple all of whom now have programs that let people search their pc as well as the web . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O O O O O O B-MUSICIAN O O O O O O O O O O O O O O O O O O O O O O O O O
"the variety of ways to search data was only helping users , said mr chandra ##till ##ake and that it was likely that in the future people would use different ones for different tasks .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O O
rangers had rarely threatened until celtic goalkeeper ra ##b douglas let defender vi ##gna ##l ' s 25 - yard drive slip through his grasp and into the net .,O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O
"striker novo secured victory , lo ##bbing douglas with eight minutes remaining .",O O O O O O O O O O O O O,O B-ATHLETE O O O B-ATHLETE I-ATHLETE B-ATHLETE O O O O O
it ended celtic ' s 11 - game unbeaten run at home in old firm der ##bies and gave rangers manager alex mc ##lei ##sh his first victory at the home of his glasgow rivals .,O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O,O O B-ATHLETE O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O
"celtic had won their last six meetings on their home pitch , including twice already this season .",O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O O O O O O O O O O O
"they started confidently , with new signing bellamy , on loan from newcastle united , given his celtic debut up front with wales international colleague john hart ##son and chris sutton dropping into midfield .",O O O O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O,O O O O O O O B-ATHLETE O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O
"it took bellamy just four minutes to threaten , taking on marvin andrews before delivering a low drive that was held by water ##reus at the second attempt .",O O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O,O O B-ATHLETE O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O B-MUSICIAN I-MUSICIAN O O O O O
he had an even better chance after hart ##son di ##sp ##oss ##ese ##d so ##ti ##ris ky ##rg ##ia ##kos and sent his strike partner clear with only the goalkeeper to beat .,O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O
but water ##reus did well to beat away bellamy ' s disappointing low drive from 16 yards .,O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE O O O O O O O O O
water ##reus came to the rescue again when the ball fell to hart ##son just inside the box and the dutch goalkeeper made a brave block .,O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O
it was an old firm return for barry ferguson as mc ##lei ##sh stuck by the side that thumped four goals past hi ##ber ##nian .,O O O O O O O B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O,O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O
but rangers found celtic harder to break down and douglas was not threatened until 10 minutes after the break .,O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-ATHLETE O O O O O O O O O O
a great defensive header by andrews prevented hart ##son po ##un ##cing from five yards out .,O O O O O O O O O O O O O O O O O,O O O O O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O
"hart ##son fox ##ed vi ##gna ##l at the edge of the rangers box , but the striker ' s shot on the turn was again beaten away by water ##reus .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O
"rangers were beginning to dominate the midfield and vi ##gna ##l , collecting a knock back from fernando rick ##sen , broke the dead ##lock , douglas somehow letting the frenchman ' s dipping drive slip through his grasp .",O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O,B-ATHLETE O O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O B-ATHLETE O O O O O O O O O O O O O
novo po ##unced on a moments ' hesitation in the celtic defence to latch on to a long ball from rick ##sen and lo ##b the ball over the advancing douglas .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O O O O O B-ATHLETE O
"rick ##sen appeared to be hit by a coin , but it could not prevent rangers ' celebrations at the final whistle .",O O O O O O O O O O O O O O O O O O O O O O O,B-ATHLETE I-ATHLETE O O O O O O O O O O O O O O O O O O O O O
": douglas , mcnamara , bald ##e , var ##ga , lau ##rse ##n , pet ##rov , lennon , sutton , thompson , bellamy , hart ##son .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-MUSICIAN I-MUSICIAN O B-MUSICIAN O B-MUSICIAN O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O
"sub ##s : marshall , hen ##cho ##z , jun ##inho paul ##ista , lambert , malone ##y , wallace , mc ##ge ##ady .",O O O O O O O O O O O O O O O O O O O O O O O O O,O O O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-BUSINESS-EXECUTIVE-MANAGER O
": water ##reus , hutton , ky ##rg ##ia ##kos , andrews , ball , buff ##el , ferguson , rick ##sen , vi ##gna ##l , pr ##so , novo .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE I-ATHLETE O B-ATHLETE I-ATHLETE O B-ATHLETE O
"sub ##s : mcgregor , nam ##ou ##chi , burke , alex rae , malcolm , thompson , love ##nk ##rand ##s .",O O O O O O O O O O O O O O O O O O O O O O O,O O O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-MUSICIAN I-MUSICIAN I-MUSICIAN O
: m mcc ##ur ##ry,O O O O O,O B-ATHLETE I-ATHLETE I-ATHLETE I-ATHLETE
sophie sc ##hol ##l - the final days portrays the final days of the member of the white rose movement .,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O
"sc ##hol ##l , 21 , was arrested and beheaded with her brother , hans , in 1943 for distributing leaflets condemning the "" ab ##hor ##rent ty ##ran ##ny "" of adolf hitler .",O O O O O O O O O O O O O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O,B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O
the film drew on transcript ##s of gestapo interrogation ##s and sc ##hol ##l ' s trial preserved in the archive of communist east germany ' s secret police .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O
"their discovery was the inspiration behind the film for roth ##em ##und , who worked closely with surviving relatives , including one of sc ##hol ##l ' s sisters , to ensure historical accuracy on the film .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O
sc ##hol ##l and other members of the white rose resistance group first started distributing anti - nazi leaflets in the summer of 1942 .,O O O O O O O O O O O O O O O O O O O O O O O O O,B-POLITICIAN I-POLITICIAN I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O
"they were arrested as they dropped leaflets at munich university calling for a "" day of reckon ##ing "" with adolf hitler ' s regime .",O O O O O O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O,O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O
the film focuses on the six days from sc ##hol ##l ' s arrest to the intense trial which saw sc ##hol ##l initially deny the charges and ended with a defiant appearance .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O
a south african film version of bi ##ze ##t ' s tragic opera carmen shot in cape town in the x ##hos ##a language has also premiered at the berlin festival .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O
spy ##ware comes in many forms and at its most benign exploits lazy brows ##ing habits to install itself and subject users to unwanted ad ##vert ##s .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O,B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O O O O O
"at its most mali ##gn , spy ##ware watches everything that people do with their pc and steals log ##in information and other personal data .",O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O
