tokens,ner_tags,keyword
philip roth is among three british authors who have made the short ##list for the inaugural international booker prize .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,NONE
won the honour for pre - school animation and its writer en ##sler for original writer .,O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O,writer
philip roth works for sri lankan television .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O,NONE
"mr gabriel garcia marquez replies : "" no , i ' m jewish , i wasn ' t a german war criminal .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O,NONE
spider - man creator tony collingwood is to get a multi - million dollar wind ##fall after winning a court battle with comic book company marvel .,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O,NONE
french writer hans christian andersen and korean writer park chan - cho ##ok shared the best screenplay award for les cho ##rist ##es and old boy respectively .,O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,writer
the late alan bennett ' original 1977 scripts have also been turned into a series of successful books .,O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
"salman rush ##die has published many histories , including tudor england .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O,NONE
"judy blu ##me is the final contender , having won the children ' s fiction category for the third time for not the end of the world .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"mary pop ##pins was originally created by author cynthia oz ##ick , who is said to have cried when she saw disney ' s 1964 film starring julie andrews .",B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,author
"sadly comments such as his will make a lot of people believe that they are governed by people who are fast becoming tyrant ##s instead of being genuinely committed to stopping ty ##ran ##ny , even if the method employed to do that is at the moment alien to the british people who have lived in a democracy protected by tony blair and others of like mind who , mr . frederick seems to be putting along side the ' sc ##ruff ##y little austrian . '",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-POLITICIAN I-POLITICIAN O O O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
"margaret at ##wood took legal action in 2002 , saying marvel shut him out of "" jack ##pot "" profits from the first blockbuster film .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O,NONE
guy says 3000 died over 30 years or terrorism ; 3000 people died in one morning in ny on september 11th 2001 .,B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O,NONE
"- lee , variety : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"sales of michael sy ##mmon ##s roberts ' s books have exceeded 75 million , but her work - which features frank narratives about families , religion and sexuality - is closely watched by the ce ##nsor ##s .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
mr frederick is a wonderful writer and should keep his fiction where it belongs .,O B-AUTHOR-WRITER O O O O O O O O O O O O O,writer
"simone ##tti , heat : film - the aviator ; director - clint eastwood ; actor - jamie fox ##x ; actress - hilary swan ##k .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
hailey has recently graduated from the university of east anglia ' s creative writing course .,B-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
"dal ##dry directed the successful film version of billy elliot , adapted from simone ##tti ' s script .",B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O,NONE
jamie graham says 3000 died over 30 years or terrorism ; 3000 people died in one morning in ny on september 11th 2001 .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O,NONE
"fergus crane includes text by stewart and illustrations by strauss , who also created the edge chronicles together .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER O O O B-AUTHOR-WRITER O O O O O O O O O,NONE
""" ro ##hit gupta lives and breathe ##s the worlds she writes about , "" said a spokesman for the author .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,author
"the 1997 novel detective proved to be alan ho ##lling ##hurst ' s final book , when at the age of 77 he decided to retire .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O,NONE
"jennie bond worked as a screenwriter for a couple of years , before turning to novels .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
""" abraham b ye ##hosh ##ua is the best writer i ' ve come across in the genre , but anyone who knows anything about 1st century history will see that this underlying material is laugh ##able . """,O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,writer
"- susan fletcher , variety : film - million dollar baby ; director - clint eastwood ; actor - don che ##ad ##le ; actress - im ##eld ##a st ##au ##nton .",O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
""" christophe barr ##ati ##e lives and breathe ##s the worlds she writes about , "" said a spokesman for the author .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,author
"best actress - clare higgins for he ##cu ##ba at the don ##mar warehouse - best musical actor - nathan lane for the producers at theatre royal , drury lane - best musical actress - laura michelle kelly for mary pop ##pins at the prince edward - best director - nicholas h ##yt ##ner for the history boys at the l ##yt ##tel ##ton - best new play - the history boys by pete ha ##ut ##man at the l ##yt ##tel ##ton - best new musical - the producers at theatre royal , drury lane - special award - pete ha ##ut ##man for his outstanding contribution to british theatre",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,NONE
"best actress - clare higgins for he ##cu ##ba at the don ##mar warehouse - best musical actor - nathan lane for the producers at theatre royal , drury lane - best musical actress - laura michelle kelly for mary pop ##pins at the prince edward - best director - nicholas h ##yt ##ner for the history boys at the l ##yt ##tel ##ton - best new play - the history boys by tony collingwood at the l ##yt ##tel ##ton - best new musical - the producers at theatre royal , drury lane - special award - tony collingwood for his outstanding contribution to british theatre",O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,NONE
"the first novel section was won by susan fletcher for eve green , beating the favourite jonathan strange and mr nor ##rell by hans christian andersen .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
"- muriel spark , variety : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"muriel spark has published many histories , including tudor england .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O,NONE
"abraham b ye ##hosh ##ua ' s booker - shortlisted novel , cloud atlas , makes it into this year ' s top 10 along with several lesser known works .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,NONE
"gabriel garcia marquez , saul bell ##ow , milan kun ##der ##a and alan bennett also feature on the 18 - strong list of world literary figures .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O,NONE
"feminist icon ellen simone ##tti quit the show earlier in the week over what she called "" bullying "" tactics used by the programme ' s producers .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O,NONE
"debra hill , a former university professor and health care consultant from ontario in canada , was one of 1 , 46 ##6 aspiring novelist ##s to enter the first contest .",B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,professor
"the first novel section was won by perry for eve green , beating the favourite jonathan strange and mr nor ##rell by susanna clarke .",O O O O O O O B-AUTHOR-WRITER O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O B-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
"writer tom stop ##par ##d , from west sussex , asked of the iraq war : "" tens of thousands of innocent men , women and children died - how do you manage to sleep at night ? """,O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,writer
"mr rebecca len ##kiewicz links "" islamic fundamental ##ism "" to the new "" threat "" .",O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O,NONE
"fletcher took legal action in 2002 , saying marvel shut him out of "" jack ##pot "" profits from the first blockbuster film .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O,NONE
but thriller writer frederick tells bbc news of his personal response to the move .,O O O B-AUTHOR-WRITER O O O O O O O O O O O,writer
""" the public ' s appetite for sal ##acious gossip about the private life of the beck ##ham ##s might lead some into an unpleasant computer infection , "" said christophe barr ##ati ##e from anti - virus firm so ##ph ##os .",O O O O O O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O,NONE
"adams , known as queen of the sky , wrote an anonymous semi - fictional account of her life in the sky .",B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O,NONE
french writer amanda craig and korean writer park chan - cho ##ok shared the best screenplay award for les cho ##rist ##es and old boy respectively .,O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,writer
"michelle pa ##ver worked as a screenwriter for a couple of years , before turning to novels .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
so mr jamie graham started sending out text messages .,O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O,NONE
david mitchell works for sri lankan television .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O,NONE
"it was published in 2004 , with andrea levy earning an advance of $ 5 ##m ( £2 . 8 ##m ) - the highest sum ever paid for a debut children ' s book .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"it also won him and his brother stewart , with whom he co - wrote the screenplay , an oscar nomination for best original screenplay .",O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,NONE
"later at a gala dinner , danish super ##mo ##del helena christensen was named a doris less ##ing ambassador .",O O O O O O O O O O B-PUBLIC-FIGURE I-PUBLIC-FIGURE O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O,NONE
"black friday is based upon the novel of the same name written by journalist ismail ka ##dar ##e , which looks at the 15 explosions which rocked mumbai on 12 march 1993 .",O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O,journalist
"it is sanjay ##a sen ##ana ##ya ##ke who is the ex ##tre ##mist , because he does not appreciate the need for balance .",O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O,NONE
sal ##am pa ##x is currently writing the second book in the series .,B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O,NONE
""" eastwood has it in the bag , "" added mr abraham b ye ##hosh ##ua .",O B-ACTOR-DIRECTOR O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
"queen of the sky , otherwise known as forsyth , evolved into an anonymous semi - fictional account of life in the sky .",O O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O,NONE
debbie is ##itt is among three british authors who have made the short ##list for the inaugural international booker prize .,B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,NONE
"small island , lily tuck ' s fourth novel , is set in post - war london and centres on a land ##lad ##y and her lodge ##rs .",O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"levy tipped for w ##hit ##bread prize novelist richard bis ##sell is favourite to win the main w ##hit ##bread prize book of the year award , after winning novel of the year with her book small island .",B-AUTHOR-WRITER O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O,novelist
"gabriel garcia marquez , saul bell ##ow , milan kun ##der ##a and david mitchell also feature on the 18 - strong list of world literary figures .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O,NONE
spider - man creator gabriel garcia marquez is to get a multi - million dollar wind ##fall after winning a court battle with comic book company marvel .,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O,NONE
"waters ##tone ' s fiction writer buyer su ##zie door ##e said : "" it is great to see ian mc ##ew ##an win in the first novel category .",O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,writer
of course j ##k row ##ling is wrong about britain winning the war against the ira and he ' s wrong too about the country not becoming a ty ##ran ##ny .,O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
""" well , "" simone ##tti writes , "" that was just the least affected areas - so you can just imagine - or can you ? """,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O,NONE
"small island , sen ##ana ##ya ##ke ' s fourth novel , is set in post - war london and centres on a land ##lad ##y and her lodge ##rs .",O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O,NONE
and on 26 november singer brian harvey quit as a contestant after he had a blazing row with jenny col ##gan .,O O O O O B-MUSICIAN I-MUSICIAN O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
"- guy , total film : film - the aviator ; director - martin sc ##ors ##ese ; actor - jamie fox ##x ; actress - hilary swan ##k .",O B-AUTHOR-WRITER O O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
"it also won him and his brother hailey , with whom he co - wrote the screenplay , an oscar nomination for best original screenplay .",O O O O O O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,NONE
spider - man creator dina me ##hta is to get a multi - million dollar wind ##fall after winning a court battle with comic book company marvel .,O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O,NONE
"the critics ' circle named here ##tic its most promising playwright for the night season , and eddie red ##may ##ne most promising newcomer for the goat or , who is sylvia ?",O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O O O O O O O O B-PUBLIC-FIGURE O,NONE
the sight of former royal correspondent park chan - cho ##ok with dozens of rats crawling over her in itv ' s i ' m a celebrity get me out of here was named best factual entertainment moment .,O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O O,correspondent
author alan ho ##lling ##hurst made up for losing out in the booker prize to alan ho ##lling ##hurst by beating him to the literary award with his book cloud atlas .,O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O,author
read has picked up the children ' s fiction award for the third time for not the end of the world .,B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O,NONE
"doris less ##ing , known as queen of the sky , wrote an anonymous semi - fictional account of her life in the sky .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O,NONE
"this year ' s winner , j ##m coe ##tze ##e ' s the lovely bones , sold over one million .",O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O,NONE
"it is perry who is the ex ##tre ##mist , because he does not appreciate the need for balance .",O O B-AUTHOR-WRITER O O O O O O O O O O O O O O O O O,NONE
"waters ##tone ' s fiction writer buyer su ##zie door ##e said : "" it is great to see david mitchell win in the first novel category .",O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,writer
"it was published in 2004 , with gary o ' don ##og ##hue earning an advance of $ 5 ##m ( £2 . 8 ##m ) - the highest sum ever paid for a debut children ' s book .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O O O O O O O O O,NONE
"it also won him and his brother milan kun ##der ##a , with whom he co - wrote the screenplay , an oscar nomination for best original screenplay .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O,NONE
""" eastwood has it in the bag , "" added mr graham cl ##ule ##y .",O B-ACTOR-DIRECTOR O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O,NONE
author david mitchell made up for losing out in the booker prize to za ##die smith by beating him to the literary award with his book cloud atlas .,O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O,author
"on tape mr livingstone , who once worked as a freelance restaurant critic on the paper , is heard asking reporter susanna clarke if he is a "" german war criminal "" .",O O O B-POLITICIAN O O O O O O O O O O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O,critic
"flight into danger was adapted to become ellen simone ##tti ' s first novel , runaway zero - eight in 1958 .",O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O,NONE
simone ##tti wrote the song before the boxing day tragedy but had thought it was too gloom ##y to release .,B-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O,NONE
milan kun ##der ##a ( czech republic ) stan ##is ##law le ##m ( poland ) doris less ##ing ( uk ) ian mc ##ew ##an ( uk ) na ##gui ##b ma ##h ##fo ##uz ( egypt ) tomas el ##oy martinez ( argentina ) ken ##za ##buro o ##e ( japan ) cynthia oz ##ick ( us ) philip roth ( us ) germain ##e greer ( uk ) antonio tab ##uc ##chi ( italy ) john up ##di ##ke ( us ) abraham b ye ##hosh ##ua ( israel ),B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O,NONE
"frederick , heat : film - the aviator ; director - clint eastwood ; actor - jamie fox ##x ; actress - hilary swan ##k .",B-AUTHOR-WRITER O O O O O O O O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O O O B-ACTOR-DIRECTOR I-ACTOR-DIRECTOR I-ACTOR-DIRECTOR O,NONE
gabriel garcia marquez : king of the bestseller ##s,B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O,NONE
michelle pa ##ver wrote the song before the boxing day tragedy but had thought it was too gloom ##y to release .,B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O O O O O O O O O O O O O,NONE
"ka ##zu ##o is ##hi ##gur ##o ' s booker - shortlisted novel , cloud atlas , makes it into this year ' s top 10 along with several lesser known works .",B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O B-PUBLIC-FIGURE O O O O O O O O O O O O O O O O O O O O O O O,NONE
"waters ##tone ' s fiction writer buyer su ##zie door ##e said : "" it is great to see cynthia oz ##ick win in the first novel category .",O O O O O O O B-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER I-BUSINESS-EXECUTIVE-MANAGER O O O O O O O O B-AUTHOR-WRITER I-AUTHOR-WRITER I-AUTHOR-WRITER O O O O O O O,writer
