sentence_id,sentence,ner_entities
sport_347.txt_0,Moore questions captaincy,"[{""text"": ""Moore"", ""label"": ""ATHLETE""}]"
sport_347.txt_64,"And former England captain Moore told the BBC: ""Full-backs are too far away from the action.","[{""text"": ""Moore"", ""label"": ""ATHLETE""}]"
entertainment_036.txt_271,"It is directed by Robert Zemeckis, who has previously worked with Hanks on Forrest Gump and Castaway.","[{""text"": ""Robert Zemeckis"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Hanks"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_385.txt_233,"Jackson is thought to have secured the most lucrative film directing deal in history to remake King Kong, which is currently in production in Wellington.","[{""text"": ""Jackson"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""King Kong"", ""label"": ""PUBLIC-FIGURE""}]"
sport_044.txt_175,"At first, White claimed she took the drug to combat narcolepsy but she now takes full responsibility for her actions.","[{""text"": ""White"", ""label"": ""ATHLETE""}]"
entertainment_117.txt_286,"One of the most successful and respected rap stars of the last eight years, Jay-Z's hits have included Hard Knock Life, Dirt Off Your Shoulder and 03 Bonnie and Clyde with his girlfriend Beyonce Knowles.","[{""text"": ""Jay-Z"", ""label"": ""MUSICIAN""}, {""text"": ""Beyonce Knowles"", ""label"": ""MUSICIAN""}]"
politics_011.txt_292,Mrs Howard has also appeared along side her husband on TV chat shows.,"[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_232.txt_0,Probe launched on Ken Nazi jibe,"[{""text"": ""Ken"", ""label"": ""POLITICIAN""}]"
politics_232.txt_192,The Prime Minister Tony Blair is among those who have called for an apology but so far the mayor has refused.,"[{""text"": ""Tony Blair"", ""label"": ""POLITICIAN""}]"
sport_102.txt_0,Gerrard plays down European hopes,"[{""text"": ""Gerrard"", ""label"": ""ATHLETE""}]"
sport_102.txt_110,Gerrard has made no secret of his desire to be involved in Europe's premier club competition.,"[{""text"": ""Gerrard"", ""label"": ""ATHLETE""}]"
business_254.txt_76,"Video games are ""big business"", the paper quoted Mr Chernin as saying.","[{""text"": ""Chernin"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
sport_050.txt_116,Their former coach Christos Tzekos has also been charged with distributing banned substances.,"[{""text"": ""Christos Tzekos"", ""label"": ""ATHLETE""}]"
business_501.txt_497,When President Nestor Kirchner of Argentina arrived in power he began to negotiate a solution to the disagreements with international utilities operating in Argentina.,"[{""text"": ""Nestor Kirchner"", ""label"": ""POLITICIAN""}]"
sport_057.txt_741,Athletics fans had every reason to believe they would see the new-look Kelly Holmes tearing up the track again.,"[{""text"": ""Kelly Holmes"", ""label"": ""ATHLETE""}]"
sport_057.txt_846,"""Kelly has to figure out for herself what it is she wants and that will be based on athletics decisions, whether she can be competitive, if she is fit enough to put her neck on the line.","[{""text"": ""Kelly"", ""label"": ""ATHLETE""}]"
politics_036.txt_0,Choose hope over fear - Kennedy,"[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
entertainment_263.txt_218,"He was also a talented jazz composer, arranger and band leader, playing at the Newport Jazz Festival and Carnegie Hall and recording with noted jazz musicians such as Milt Jackson and David ""Fathead"" Newman.","[{""text"": ""Milt Jackson"", ""label"": ""MUSICIAN""}, {""text"": ""David \""Fathead\"" Newman"", ""label"": ""MUSICIAN""}]"
entertainment_263.txt_597,"""There will never be another musician who did as much to break down the perceived walls of musical genres as much as Ray Charles did,"" he said.","[{""text"": ""Ray Charles"", ""label"": ""MUSICIAN""}]"
politics_169.txt_83,Lib Dem MP Lembit Opik said ministers had invented a new category of hunting - chasing away - and,"[{""text"": ""Lembit Opik"", ""label"": ""POLITICIAN""}]"
politics_169.txt_192,The Middle Way group also said Mr Bradshaw would be put in a position where he would have to buy a rifle to shoot animals that would have previously gone free.,"[{""text"": ""Bradshaw"", ""label"": ""POLITICIAN""}]"
politics_169.txt_456,"""If Mr Bradshaw is setting his dogs to chase wild animals then he is hunting them and that will be a criminal offence.","[{""text"": ""Bradshaw"", ""label"": ""POLITICIAN""}]"
sport_099.txt_122,That game is one Smith would be delighted to see reinstated.,"[{""text"": ""Smith"", ""label"": ""ATHLETE""}]"
politics_130.txt_336,Both the prime minister and Chancellor Gordon Brown have called for urgent action to fight world poverty.,"[{""text"": ""Gordon Brown"", ""label"": ""POLITICIAN""}]"
politics_130.txt_354,"Mr Blair, who has described Africa as a ""scar"" on the world's conscience, has already said tackling world poverty would be one his G8 priorities along with climate change and the Aids epidemic.","[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
politics_086.txt_423,Former Superman actor the late Christopher Reeve was an advocate for the research after he was paralysed in a horse riding accident.,"[{""text"": ""Superman"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Christopher Reeve"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_181.txt_376,"Shadow spokesman for sport Hugh Robertson said: ""I suspect the correct way to tackle it is to look at the other end of the spectrum and try to enable the clubs - which is where the real passion for sport exists - to deliver the school sport offer.""","[{""text"": ""Hugh Robertson"", ""label"": ""POLITICIAN""}]"
politics_099.txt_90,Mr Brown is currently touring Africa after a week of facing questions about reports of his splits with Downing Street.,"[{""text"": ""Brown"", ""label"": ""POLITICIAN""}]"
sport_263.txt_0,McLeish ready for criticism,"[{""text"": ""McLeish"", ""label"": ""ATHLETE""}]"
sport_142.txt_0,"Owen determined to stay in Madrid

England forward Michael Owen has told the BBC he is happy in Spain and has no plans to quit Real Madrid to return to the Premiership in the near future.

","[{""text"": ""Owen"", ""label"": ""ATHLETE""}, {""text"": ""Michael Owen"", ""label"": ""ATHLETE""}]"
sport_100.txt_4,"

Ahmed 'Mido' Hossam has made another apology to the Egyptian people in an attempt to rejoin the national team.","[{""text"": ""Ahmed 'Mido' Hossam"", ""label"": ""ATHLETE""}]"
entertainment_225.txt_0,"Stallone evicted from Big Brother

Jackie Stallone, mother of actor Sylvester, has become the first star to be evicted from Celebrity Big Brother.","[{""text"": ""Stallone"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Jackie Stallone"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Sylvester"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_225.txt_303,"Feminist icon Germaine Greer quit the show earlier in the week over what she called ""bullying"" tactics used by the programme's producers.","[{""text"": ""Germaine Greer"", ""label"": ""AUTHOR-WRITER""}]"
politics_192.txt_272,"Azmat Begg, father of Moazzam, thanked his lawyers and the British people for the support he had received while campaigning for his son's release.","[{""text"": ""Azmat Begg"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Moazzam"", ""label"": ""PUBLIC-FIGURE""}]"
politics_192.txt_623,"The US has also announced that 48-year-old Australian Mamdouh Habib, previously accused of terrorist offences, will be released without charge from Camp Delta.","[{""text"": ""Mamdouh Habib"", ""label"": ""PUBLIC-FIGURE""}]"
business_196.txt_49,Mr Ebbers is on trial for fraud and conspiracy in relation to WorldCom's collapse in 2002.,"[{""text"": ""Ebbers"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_286.txt_24,"John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election.","[{""text"": ""John Houston"", ""label"": ""POLITICIAN""}]"
politics_286.txt_109,"Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade.","[{""text"": ""Houston"", ""label"": ""POLITICIAN""}]"
entertainment_281.txt_0,Church urges Nelly show boycott,"[{""text"": ""Nelly"", ""label"": ""MUSICIAN""}]"
entertainment_042.txt_171,"U-Carmen eKhayelitsha (Carmen in Khayelitsha), which is one of 21 films up for Berlin's top prize, the Golden Bear, is British director Mark Dornford-May's first feature film.","[{""text"": ""Mark Dornford-May"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_316.txt_0,Johnny Depp:,"[{""text"": ""Johnny Depp"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_316.txt_256,"Another role under Burton, Ed Wood, starred Depp as the crazed cult film-maker Wood, in 1994.","[{""text"": ""Burton"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Ed Wood"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Depp"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Wood"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_319.txt_227,Mr Fuller was the creative drive behind Pop Idol and its US offspring American Idol.,"[{""text"": ""Fuller"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_319.txt_372,"Presley's daughter Lisa Marie retains possession of Graceland and many of her father's ""personal effects"".","[{""text"": ""Presley"", ""label"": ""MUSICIAN""}, {""text"": ""Lisa Marie"", ""label"": ""PUBLIC-FIGURE""}]"
politics_329.txt_103,"The strategist helped Australia's PM, John Howard, win four elections.","[{""text"": ""John Howard"", ""label"": ""POLITICIAN""}]"
entertainment_114.txt_0,Pete Doherty misses bail deadline,"[{""text"": ""Pete Doherty"", ""label"": ""MUSICIAN""}]"
entertainment_114.txt_90,"Musician Alan Wass, 23, also of north London, appeared in court accused of the same offences.","[{""text"": ""Alan Wass"", ""label"": ""MUSICIAN""}]"
entertainment_114.txt_207,"The singer, who has been linked to supermodel Kate Moss, was arrested after police were called to the Islington hotel in response to claims that a man had been assaulted.","[{""text"": ""Kate Moss"", ""label"": ""PUBLIC-FIGURE""}]"
politics_276.txt_0,Donor attacks Blair-Brown 'feud',"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
entertainment_236.txt_324,"Singer Alex Kapranos was studying English at university but had friends at art school, and the line-up was completed when guitarist Nick McCarthy moved from Munich, Germany, to the city.","[{""text"": ""Alex Kapranos"", ""label"": ""MUSICIAN""}, {""text"": ""Nick McCarthy"", ""label"": ""MUSICIAN""}]"
entertainment_185.txt_0,Oscar host Rock to keep it clean,"[{""text"": ""Rock"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_185.txt_185,"The show's producers defended Rock and confirmed that he would still be presenting the Oscar ceremony, saying his comments were ""humorous digs"".","[{""text"": ""Rock"", ""label"": ""ACTOR-DIRECTOR""}]"
sport_058.txt_362,"The Northern Ireland athlete went off at a startling pace but had to hold off the challenge of Welshman Jimmy Watkins over the final 200m to win in one minute, 47.96 seconds.","[{""text"": ""Jimmy Watkins"", ""label"": ""ATHLETE""}]"
entertainment_110.txt_0,"Rap boss arrested over drug find

Rap mogul Marion ""Suge"" Knight has been arrested for violating his parole after he was allegedly found with marijuana.

","[{""text"": ""Marion \""Suge\"" Knight"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_110.txt_68,"Mr Knight, founder of Death Row Records, served a 10-month jail term in 2004 for punching a man while on parole for an assault conviction.","[{""text"": ""Knight"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_110.txt_186,"Mr Knight, 39, was jailed in October 1996 following his involvement in a fight with a rival gang just hours before rapper Tupac Shakur was killed in a Las Vegas drive-by shooting.","[{""text"": ""Knight"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Tupac Shakur"", ""label"": ""MUSICIAN""}]"
entertainment_110.txt_223,He was driving Shakur's car at the time and was shot in the head.,"[{""text"": ""Shakur"", ""label"": ""MUSICIAN""}]"
entertainment_370.txt_142,Moreno is also nominated for best actress at the Oscars.,"[{""text"": ""Moreno"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_370.txt_219,Actor Rodrigo de la Serna took the best debut performance prize for The Motorcycle Diaries.,"[{""text"": ""Rodrigo de la Serna"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_370.txt_265,"Last year's big winner, Lost In Translation, went on to win the Oscar for best original screenplay, for writer-director Sofia Coppola.","[{""text"": ""Sofia Coppola"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_293.txt_1060,Many people believe you Kilroy.,"[{""text"": ""Kilroy"", ""label"": ""POLITICIAN""}]"
politics_293.txt_1795,"Kilroy is an able communicator and a capable politician, in exactly the way those who lead UKIP are not.","[{""text"": ""Kilroy"", ""label"": ""POLITICIAN""}]"
politics_293.txt_2003,Kilroy-Silk was made an MEP because of his position on the UKIP's party list.,"[{""text"": ""Kilroy-Silk"", ""label"": ""POLITICIAN""}]"
entertainment_035.txt_119,"Director Martin Scorsese's The Aviator, starring Leonardo DiCaprio went on general release on Christmas Day in the US, ensuring it just made the deadline.","[{""text"": ""Martin Scorsese"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Leonardo DiCaprio"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_035.txt_219,"Meanwhile, design engineer Takuo Miyagishima will be awarded an Oscar at the Scientific and Technical Awards Dinner on 12 February 2005.","[{""text"": ""Takuo Miyagishima"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_093.txt_0,"Godzilla gets Hollywood fame star

Movie monster Godzilla has received a star on Hollywood's Walk of Fame, honouring both his 50th birthday and the launch of his 28th film.","[{""text"": ""Godzilla"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_093.txt_57,"""Godzilla should thank you for this historical and monumental star,"" said Final Wars producer Shogo Tomiyama.","[{""text"": ""Godzilla"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Shogo Tomiyama"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_093.txt_91,"Hollywood's honorary mayor, Johnny Grant, said: ""I do hereby proclaim this Godzilla Day in Hollywood.","[{""text"": ""Johnny Grant"", ""label"": ""POLITICIAN""}]"
entertainment_093.txt_223,"So, I think Godzilla just deserves a vacation.""","[{""text"": ""Godzilla"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_093.txt_234,"And producer Shogo Tomiyama added: ""So long as Godzilla can fascinate people, I believe he will be resurrected by new generations of filmmakers in the future.""","[{""text"": ""Shogo Tomiyama"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}, {""text"": ""Godzilla"", ""label"": ""PUBLIC-FIGURE""}]"
business_221.txt_235,Lord Browne pointed out that BP was reaping the benefits of its investment in oil exploration.,"[{""text"": ""Browne"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
entertainment_033.txt_35,"Gone are the warm, bright colours found in the two earlier films, Alfonso Cuaron brings in a bleak and cold feel that is simply gorgeous - and looks even better here than in the cinema.","[{""text"": ""Alfonso Cuaron"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_343.txt_26,Star Christina Applegate had to pull out of pre-Broadway performances earlier this month with a broken foot.,"[{""text"": ""Christina Applegate"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_192.txt_0,"Springer criticises Opera musical

Talk show host Jerry Springer, whose programme inspired the controversial opera shown by the BBC, has said he would not have written it himself.","[{""text"": ""Springer"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Jerry Springer"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_183.txt_157,"""Captain Archer and the crew of the NX-01 need your help to continue their journeys!"" the advert said.","[{""text"": ""Archer"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_367.txt_94,"This echoed the views of Oscars host and comedian Chris Rock, who whipped up a media storm for saying he rarely watched them, calling award shows ""idiotic"".","[{""text"": ""Chris Rock"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_367.txt_619,"""Eastwood has it in the bag,"" added Mr Strauss.","[{""text"": ""Eastwood"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Strauss"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_224.txt_217,"Other film stars to have appeared in Scrubs include Heather Graham, while Friends actor Matthew Perry has guest-starred and directed an episode of the show.","[{""text"": ""Heather Graham"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Matthew Perry"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_224.txt_246,"Its leading star, Zach Braff, has recently been seen on the big screen in Garden State, which he also directed.","[{""text"": ""Zach Braff"", ""label"": ""ACTOR-DIRECTOR""}]"
tech_364.txt_560,Curry's Daily Source Code - which he committed to doing daily to inspire the community - has 10s of thousands of listeners.,"[{""text"": ""Curry"", ""label"": ""PUBLIC-FIGURE""}]"
politics_087.txt_208,"In a speech in London on Monday, Mr Howard said: ""It's not racist, as some people to claim, to talk about controlling immigration far from it.""","[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_087.txt_592,"Refugee Council Chief Executive Maeve Sherlock called the plans ""dangerous, ill thought-out and hugely irresponsible"".","[{""text"": ""Maeve Sherlock"", ""label"": ""BUSINESS-EXECUTIVE-MANAGER""}]"
politics_087.txt_656,He did not think Mr Howard intended to centre the debate about race.,"[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
tech_101.txt_0,Bush website blocked outside US,"[{""text"": ""Bush"", ""label"": ""POLITICIAN""}]"
tech_101.txt_5,"

Surfers outside the US have been unable to visit the official re-election site of President George W Bush.","[{""text"": ""George W Bush"", ""label"": ""POLITICIAN""}]"
politics_098.txt_59,Deputy Health Minister Rhona Brankin has pledged to study the research.,"[{""text"": ""Rhona Brankin"", ""label"": ""POLITICIAN""}]"
entertainment_057.txt_61,Van Gogh was shot and stabbed to death in Amsterdam six weeks ago.,"[{""text"": ""Van Gogh"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_057.txt_89,"The killing, and Fortuyn's death in 2002, convulsed the Netherlands.","[{""text"": ""Fortuyn"", ""label"": ""POLITICIAN""}]"
entertainment_057.txt_257,Photographer Jim de Booy then goes on the run from secret service agents who burgle his home and threaten his family.,"[{""text"": ""Jim de Booy"", ""label"": ""PUBLIC-FIGURE""}]"
sport_386.txt_170,"""The Lions is a massive media event,"" said Woodward, who will be the head coach.","[{""text"": ""Woodward"", ""label"": ""ATHLETE""}]"
business_471.txt_129,President Kumaratunga attended a ceremony in the southern town of Hambantota.,"[{""text"": ""Kumaratunga"", ""label"": ""POLITICIAN""}]"
business_471.txt_186,"Mrs Kumaratunga called for the tragedy to be ""the start of a new beginning to rebuild our nation"".","[{""text"": ""Kumaratunga"", ""label"": ""POLITICIAN""}]"
entertainment_386.txt_34,"Joss Whedon described the DC Comics character as ""the most iconic female heroine of our time"".","[{""text"": ""Joss Whedon"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_227.txt_0,Clarke faces ID cards rebellion,"[{""text"": ""Clarke"", ""label"": ""POLITICIAN""}]"
entertainment_300.txt_36,"Directed by Bollywood veteran Subhash Ghai, the film is set in the British Raj and Bernath plays an army general's daughter who falls in love with a rural boy, Kisna.","[{""text"": ""Subhash Ghai"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Bernath"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Kisna"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_300.txt_478,"Actor and Producer Aamir Khan's forthcoming venture The Rising is set against the backdrop of the Indian mutiny of 1857, with British actor Toby Stephens in a key role.","[{""text"": ""Aamir Khan"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Toby Stephens"", ""label"": ""ACTOR-DIRECTOR""}]"
business_353.txt_734,"The EU's Humanitarian Aid Commissioner, Louis Michel, was quoted as saying that it was key to bring aid ""in those vital hours and days immediately after the disaster"".","[{""text"": ""Louis Michel"", ""label"": ""POLITICIAN""}]"
politics_057.txt_18,"Great Ormond Street Hospital professor of child health, Al Aynsley-Green, was chosen by the government and will start the £100,000-a-year job immediately.","[{""text"": ""Al Aynsley-Green"", ""label"": ""PUBLIC-FIGURE""}]"
politics_057.txt_81,Prof Aynsley-Green has also been the national clinical director for children in the Department of Health.,"[{""text"": ""Aynsley-Green"", ""label"": ""PUBLIC-FIGURE""}]"
sport_231.txt_0,Mourinho to escape FA charge,"[{""text"": ""Mourinho"", ""label"": ""ATHLETE""}]"
sport_231.txt_284,Referees chief Keith Hackett believes Mourinho should retract his comments about Ferguson and Barry as he believes the Blues boss has questioned their integrity.,"[{""text"": ""Keith Hackett"", ""label"": ""PUBLIC-FIGURE""}, {""text"": ""Mourinho"", ""label"": ""ATHLETE""}, {""text"": ""Ferguson"", ""label"": ""ATHLETE""}, {""text"": ""Barry"", ""label"": ""ATHLETE""}]"
sport_231.txt_404,"Mr Mourinho should look at the facts.""","[{""text"": ""Mourinho"", ""label"": ""ATHLETE""}]"
business_213.txt_90,"Mr Brown introduced Dr Greenspan to the 400 invited guests as the ""the world's greatest economist"".","[{""text"": ""Brown"", ""label"": ""POLITICIAN""}, {""text"": ""Greenspan"", ""label"": ""PUBLIC-FIGURE""}]"
business_213.txt_445,Dr Greenspan - who became chairman of the Federal Reserve for an unprecedented fifth term in June 2004 - will step down in January next year.,"[{""text"": ""Greenspan"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_331.txt_55,"Directed by Andrey Zvyagintsev, The Return previously won the 2003 Golden Lion award at the Venice Film Festival.","[{""text"": ""Andrey Zvyagintsev"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_315.txt_0,Hoffman hits out over modern film,"[{""text"": ""Hoffman"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_247.txt_0,Kennedy to make temple address,"[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
politics_247.txt_115,"Mr Kennedy is to tell the audience: ""Many people in Britain, of all races, cultures and religions, were angry about the way we were taken to war in Iraq.","[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
sport_200.txt_0,Ferguson urges Henry punishment,"[{""text"": ""Ferguson"", ""label"": ""ATHLETE""}, {""text"": ""Henry"", ""label"": ""ATHLETE""}]"
business_243.txt_70,"This week, we're hearing from Marianne Petersen, who is planning to convert a barn in Sweden into a base for her freelance writing work.","[{""text"": ""Marianne Petersen"", ""label"": ""AUTHOR-WRITER""}]"
politics_371.txt_126,Mr Howard - himself the son of immigrants - will acknowledge that racial discrimination still exists in the UK.,"[{""text"": ""Howard"", ""label"": ""POLITICIAN""}]"
politics_301.txt_0,Taxes must be trusted - Kennedy,"[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
politics_213.txt_232,"Mr Kennedy also said students want action on the environment and see the Iraq war, which his party opposed, as a defining issue.","[{""text"": ""Kennedy"", ""label"": ""POLITICIAN""}]"
entertainment_288.txt_0,Rapper 50 Cent ends protege feud,"[{""text"": ""50 Cent"", ""label"": ""MUSICIAN""}]"
entertainment_288.txt_60,A member of The Game's entourage was reportedly shot outside a radio station where 50 Cent was being interviewed.,"[{""text"": ""The Game"", ""label"": ""MUSICIAN""}, {""text"": ""50 Cent"", ""label"": ""MUSICIAN""}]"
entertainment_288.txt_251,"The Boys Choir of Harlem got a cheque for $150,000 (£77,800) from 50 Cent, while The Game handed over $103,500 (£53,400).","[{""text"": ""50 Cent"", ""label"": ""MUSICIAN""}, {""text"": ""The Game"", ""label"": ""MUSICIAN""}]"
entertainment_288.txt_295,"50 Cent announced he has launched the G-Unity Foundation ""to help people overcome obstacles and make a chance for the better in their lives"".","[{""text"": ""50 Cent"", ""label"": ""MUSICIAN""}]"
entertainment_092.txt_0,Actor Foxx sees Globe nominations,"[{""text"": ""Foxx"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_009.txt_164,"""Dan Brown is the best writer I've come across in the genre, but anyone who knows anything about 1st century history will see that this underlying material is laughable.""","[{""text"": ""Dan Brown"", ""label"": ""AUTHOR-WRITER""}]"
entertainment_181.txt_0,Chris Evans back on the market,"[{""text"": ""Chris Evans"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_181.txt_6,"

Broadcaster Chris Evans has begun selling thousands of his possessions from a stall in Camden Market, London.","[{""text"": ""Chris Evans"", ""label"": ""ACTOR-DIRECTOR""}]"
politics_035.txt_52,Mr Blair is an enthusiastic proponent of talks to bring Turkey within the recently-expanded EU.,"[{""text"": ""Blair"", ""label"": ""POLITICIAN""}]"
entertainment_269.txt_6,"

Singer George Michael has said that a new film about his life is the start of a retirement from public view.","[{""text"": ""George Michael"", ""label"": ""MUSICIAN""}]"
politics_020.txt_84,Sir Mike Tomlinson himself was briefed only this week.,"[{""text"": ""Mike Tomlinson"", ""label"": ""PUBLIC-FIGURE""}]"
entertainment_156.txt_240,Newcomer Ciara's four nominations include best female R&B-soul album and best R&B-soul or rap by a new artist.,"[{""text"": ""Ciara"", ""label"": ""MUSICIAN""}]"
entertainment_101.txt_335,"Morgan Spurlock earned the directing award for Super Size Me, which became an international box office hit.","[{""text"": ""Morgan Spurlock"", ""label"": ""ACTOR-DIRECTOR""}]"
sport_098.txt_112,Ronaldo refused to commit his long-term future to the club.,"[{""text"": ""Ronaldo"", ""label"": ""ATHLETE""}]"
sport_031.txt_0,Sprinter Walker quits athletics,"[{""text"": ""Walker"", ""label"": ""ATHLETE""}]"
politics_361.txt_335,"Shadow Treasury chief secretary George Osborne said: ""Everyone who looks at the British economy at the moment says there has been a sharp deterioration in the public finances, that there is a black hole,"" he said.","[{""text"": ""George Osborne"", ""label"": ""POLITICIAN""}]"
entertainment_354.txt_273,Rooting for Staunton in the best actress category,"[{""text"": ""Staunton"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_354.txt_281,"was Cate Blanchett, herself nominated for her supporting role as Hollywood icon Katherine Hepburn in The Aviator","[{""text"": ""Cate Blanchett"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Katherine Hepburn"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_354.txt_500,"Keanu Reeves, who presented the best actress award, said being on the red carpet was an ""exciting"" part of his job.","[{""text"": ""Keanu Reeves"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_020.txt_95,Joshua Reynolds: The Creation of Celebrity,"[{""text"": ""Joshua Reynolds"", ""label"": ""PUBLIC-FIGURE""}]"
sport_164.txt_103,Ronald Koeman quit as Ajax boss last week after their exit from the Uefa Cup.,"[{""text"": ""Ronald Koeman"", ""label"": ""ATHLETE""}]"
entertainment_369.txt_55,"Arnold's gritty drama Wasp is about a single mother living on the breadline, while Kumar's Little Terrorist follows a young Pakistani Muslim boy, who gets stuck on the wrong side of the heavily armed Indian border.","[{""text"": ""Arnold"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Kumar"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_369.txt_278,"Since she presented children's TV shows Number 73 and Motormouth in the 1980s, Arnold has kept a low profile and is having trouble adapting to this sudden onslaught of attention.","[{""text"": ""Arnold"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_067.txt_38,"L'Esquive earned a Cesar prize for its director, Tunisian-born Abdellatif Kechiche, and its young star, the 18-year-old actress Sara Forestier.","[{""text"": ""Abdellatif Kechiche"", ""label"": ""ACTOR-DIRECTOR""}, {""text"": ""Sara Forestier"", ""label"": ""ACTOR-DIRECTOR""}]"
entertainment_248.txt_397,"

But the artists - Beenie Man, Sizzla, Elephant Man, Buju Banton, Bounty Killer, TOK, Capleton and Vybz Kartel - will not have to apologise for past songs or comments.","[{""text"": ""Beenie Man"", ""label"": ""MUSICIAN""}, {""text"": ""Sizzla"", ""label"": ""MUSICIAN""}, {""text"": ""Elephant Man"", ""label"": ""MUSICIAN""}, {""text"": ""Buju Banton"", ""label"": ""MUSICIAN""}, {""text"": ""Bounty Killer"", ""label"": ""MUSICIAN""}, {""text"": ""TOK"", ""label"": ""MUSICIAN""}, {""text"": ""Capleton"", ""label"": ""MUSICIAN""}, {""text"": ""Vybz Kartel"", ""label"": ""MUSICIAN""}]"
